R,G,B
16,44,40
24,48,40
24,48,40
24,48,40
24,48,40
24,48,48
24,48,48
24,52,48
24,52,48
24,52,56
24,52,56
24,56,56
24,56,56
24,60,48
24,60,48
24,56,56
24,60,56
32,64,48
32,64,48
32,64,56
32,64,56
24,64,56
24,68,56
32,68,56
24,64,56
32,68,56
32,68,64
32,68,56
32,68,56
32,72,56
32,68,56
32,68,56
32,64,56
32,68,56
32,68,56
32,68,48
32,68,48
24,64,56
24,68,64
32,68,64
32,64,56
24,68,56
24,68,56
24,68,48
16,68,40
32,64,48
32,60,48
32,60,56
32,60,56
24,60,56
24,64,64
32,60,56
32,60,56
32,56,56
32,56,56
32,60,48
32,60,56
32,56,56
32,60,56
40,56,64
40,56,64
40,60,64
32,60,64
32,56,64
32,60,72
40,56,64
40,56,64
40,56,64
40,56,64
32,52,56
32,52,64
32,52,64
32,52,64
32,48,64
32,48,64
40,44,64
40,44,64
32,44,56
32,40,56
32,40,48
32,36,56
24,36,48
24,36,48
24,32,40
24,32,40
24,32,48
16,28,48
24,28,32
24,28,40
16,28,40
16,24,40
16,28,32
16,24,32
16,20,32
16,20,32
16,24,24
16,24,24
8,20,32
8,20,32
16,20,24
16,20,24
16,16,24
16,20,24
8,20,16
8,16,24
8,16,24
8,20,24
0,20,24
8,20,24
8,16,16
8,16,16
8,16,8
8,16,8
8,16,16
8,16,16
8,16,8
8,20,8
8,16,8
8,16,8
8,16,16
8,16,16
0,16,16
8,16,16
8,20,16
8,20,16
8,16,16
8,20,16
8,16,16
8,16,16
0,20,16
8,20,16
16,16,24
16,20,24
8,20,16
8,20,24
8,24,16
8,24,24
8,24,24
8,24,24
16,20,24
16,24,24
16,24,24
16,28,24
16,28,32
8,28,32
16,28,32
16,28,32
8,32,24
16,36,32
24,32,32
24,32,32
24,32,32
24,32,32
16,36,32
16,40,40
16,36,48
16,40,48
16,44,48
16,44,48
16,48,40
16,48,40
16,48,40
24,48,40
24,48,48
24,48,48
24,52,48
24,52,48
24,52,48
24,52,48
24,56,48
24,56,48
24,60,48
24,60,48
24,60,56
24,64,56
24,64,56
24,64,56
24,64,56
24,64,56
24,64,56
24,64,56
24,68,56
32,68,56
32,64,56
32,68,64
32,68,56
32,68,56
32,72,56
32,68,56
32,68,56
32,68,56
32,68,56
32,72,56
32,68,56
32,72,56
32,72,56
32,72,56
24,68,56
24,72,56
32,68,64
32,64,64
32,68,56
32,68,56
24,72,56
24,68,56
32,68,56
32,68,56
24,64,56
32,64,56
32,64,56
32,64,56
32,60,56
32,60,56
32,60,48
32,64,56
32,60,64
32,60,56
32,60,56
32,64,56
32,60,72
32,56,72
40,60,72
40,60,72
40,56,72
40,60,72
40,56,72
40,56,72
40,56,64
40,56,56
40,52,64
40,52,64
32,52,64
40,52,64
40,48,64
40,48,56
40,44,64
32,44,64
32,44,56
24,40,56
24,40,56
24,36,56
24,36,56
24,36,56
24,32,48
24,28,40
16,32,40
24,32,40
16,32,40
16,28,40
16,28,40
24,24,40
24,24,32
24,24,32
16,20,32
16,24,32
16,20,24
16,20,32
16,20,24
16,20,24
16,20,24
16,16,16
16,20,24
16,20,24
16,16,24
8,16,24
8,16,24
8,20,24
8,16,16
8,16,16
8,16,16
8,16,16
8,16,16
8,16,16
8,12,16
8,16,16
8,16,16
8,16,16
8,12,24
8,16,24
8,16,16
8,16,16
8,16,16
8,16,16
8,16,16
8,16,16
8,20,16
8,20,16
8,16,16
8,16,16
8,20,16
8,20,24
8,16,24
16,20,24
8,24,24
8,24,24
8,24,24
8,24,24
16,24,16
16,24,24
16,24,24
16,24,24
8,28,24
8,28,24
8,24,32
8,28,32
16,28,32
16,28,32
16,32,24
16,32,32
16,32,32
16,36,32
16,32,32
24,36,32
16,40,40
16,40,40
16,40,40
16,44,40
16,40,40
24,44,40
16,48,40
16,52,40
24,48,48
24,48,48
24,52,48
24,48,48
24,56,48
24,56,48
24,56,48
24,56,48
24,60,48
24,60,56
24,64,56
24,64,56
24,60,64
24,60,64
24,64,64
24,68,64
32,68,64
32,64,64
32,68,56
32,68,56
32,68,56
32,68,56
24,68,64
32,68,64
32,68,64
32,72,64
24,72,64
24,72,64
32,68,64
32,68,64
32,72,56
40,72,56
32,72,64
32,72,64
32,72,64
32,72,64
24,72,56
24,72,56
32,72,64
24,68,56
32,72,56
32,72,56
32,72,64
32,72,64
32,68,56
32,68,56
32,64,64
32,64,64
32,64,56
32,64,56
24,68,56
24,64,56
32,68,56
32,64,64
32,64,72
32,60,72
32,64,64
32,64,64
40,60,72
40,60,72
40,64,64
40,64,72
40,64,72
40,60,72
40,56,80
40,56,80
40,60,64
40,60,64
40,56,64
40,52,64
40,52,64
40,52,64
32,52,64
40,52,64
32,44,64
32,44,64
32,44,64
24,40,64
24,40,56
24,40,56
24,40,48
16,36,48
24,32,48
24,32,48
24,36,40
16,32,40
16,32,40
16,28,40
16,24,40
24,28,40
24,24,32
24,24,32
16,24,32
16,24,32
24,20,24
16,20,24
8,20,24
8,20,24
8,20,24
8,20,24
8,20,24
8,20,24
8,20,16
8,16,16
8,16,16
8,16,16
8,16,16
16,16,24
8,16,24
8,16,24
8,16,24
8,16,24
8,12,24
8,12,24
8,16,16
8,16,16
0,16,24
8,16,24
8,16,16
8,16,16
8,16,16
8,16,16
8,16,16
8,16,16
8,16,16
8,16,16
8,20,16
8,20,16
0,20,16
8,24,16
8,20,16
16,20,24
8,20,24
8,24,24
8,24,24
8,24,24
8,24,24
8,24,16
16,24,24
16,28,24
8,28,24
8,32,24
16,28,32
16,28,32
16,32,24
16,32,32
16,32,32
16,36,32
16,32,32
16,36,32
16,36,32
24,36,40
24,40,40
24,40,40
24,44,40
24,44,40
24,44,48
24,48,40
24,48,48
24,48,48
24,48,48
24,48,48
24,52,48
24,56,48
32,56,48
32,56,48
24,56,48
24,60,56
24,60,56
24,60,56
32,64,64
32,60,56
24,68,64
24,68,64
32,64,64
32,64,64
32,68,56
32,72,56
32,72,56
32,72,56
32,72,56
32,72,56
32,72,64
32,72,72
32,72,64
32,76,64
32,76,64
32,76,64
32,76,56
32,76,64
40,76,56
40,76,56
32,76,64
32,76,64
32,76,64
32,72,56
32,76,56
32,76,56
32,76,56
32,76,56
32,76,56
32,72,56
32,72,56
32,72,56
32,68,56
32,68,56
32,68,56
32,68,56
32,68,56
32,64,56
32,68,56
32,68,56
32,64,64
32,64,64
32,64,64
40,64,64
40,64,64
40,64,64
40,64,72
40,64,72
40,60,72
40,64,72
40,64,72
40,64,72
40,60,72
40,60,72
40,60,64
40,60,64
40,56,72
40,56,72
40,52,72
40,52,72
40,52,64
40,52,64
40,44,64
40,44,64
32,44,64
32,40,56
24,44,56
24,44,56
24,40,48
24,36,48
24,32,48
24,32,48
16,32,48
24,28,48
24,32,40
24,28,40
24,28,40
24,24,32
16,28,32
16,24,32
8,24,32
16,24,32
16,24,24
16,20,16
8,20,24
16,20,24
16,20,24
16,20,24
16,16,24
16,16,24
16,16,16
8,16,24
16,16,24
16,16,24
8,16,16
8,16,16
8,16,16
8,16,16
8,16,24
8,12,24
8,16,16
8,12,16
8,12,16
8,16,16
8,16,16
8,12,16
8,16,16
8,16,16
8,16,16
8,16,16
8,16,16
8,20,16
8,16,16
8,16,16
8,20,8
8,20,16
8,24,16
8,24,16
8,20,24
8,20,24
8,20,24
8,24,24
8,24,24
8,24,24
16,24,16
16,28,16
16,24,32
16,28,32
16,28,24
16,28,24
16,28,24
16,28,32
8,32,32
16,32,32
16,36,32
16,36,24
16,36,32
16,36,32
16,36,32
16,40,40
16,44,32
16,44,32
16,44,40
24,44,40
24,48,40
24,48,40
24,48,40
24,52,48
24,52,48
24,52,48
16,56,48
24,56,48
24,56,56
24,56,48
32,60,56
32,60,56
24,64,56
24,64,56
32,64,56
32,60,56
32,68,56
32,68,56
32,68,56
32,68,56
32,72,56
32,72,56
32,72,56
32,76,64
32,76,56
32,76,56
32,76,64
32,76,64
32,80,64
32,76,64
32,80,64
32,80,64
32,76,64
40,80,64
32,80,56
32,76,64
32,80,64
32,80,64
32,76,64
32,76,64
32,80,64
32,76,56
24,80,64
32,80,64
32,76,64
32,76,64
32,72,64
32,72,64
32,72,56
32,72,56
32,72,56
32,68,56
32,68,56
32,68,56
40,68,56
40,68,64
40,64,64
32,64,64
40,64,64
40,68,64
32,68,72
40,68,72
40,68,72
40,64,72
40,64,72
40,64,72
40,60,72
48,64,72
48,64,80
48,64,72
40,60,80
40,60,80
40,60,80
40,60,72
40,52,72
40,52,72
40,52,64
32,52,64
32,48,64
32,48,64
32,48,56
24,44,48
24,44,56
24,40,56
24,40,56
24,36,48
24,32,48
24,32,48
24,32,48
24,32,48
24,28,40
24,28,32
16,28,40
16,28,32
16,24,32
16,24,32
16,24,24
8,20,24
16,24,24
16,20,24
16,20,24
16,20,24
16,16,24
16,20,24
16,20,16
16,20,16
16,16,24
16,16,24
16,16,24
8,12,24
8,16,16
8,16,16
8,16,16
8,16,16
8,16,24
8,12,24
8,12,24
8,12,24
8,16,16
8,16,16
8,16,16
8,16,16
0,16,8
8,16,16
8,20,16
8,20,16
8,20,16
8,20,16
8,16,16
8,16,16
8,20,16
8,20,16
8,20,16
8,20,16
8,20,24
8,24,24
8,24,24
8,24,24
8,24,24
8,24,24
8,24,24
8,24,24
8,28,24
8,28,24
8,28,24
16,28,24
16,32,24
16,32,24
16,32,24
16,32,32
16,36,32
16,36,32
16,36,40
24,36,40
24,40,40
24,40,40
16,44,40
16,44,40
16,44,40
24,44,40
24,48,40
24,48,40
24,48,40
24,52,48
24,52,56
24,56,56
24,60,48
24,60,48
24,60,56
24,60,56
24,60,56
24,64,56
24,64,56
24,64,56
32,68,56
32,68,56
32,68,56
32,68,56
32,72,64
32,72,64
32,72,64
32,76,64
32,76,64
32,76,64
32,76,64
40,76,64
40,76,64
40,80,64
40,80,64
40,80,64
32,84,64
32,84,64
32,80,64
32,84,72
24,84,72
32,84,72
32,80,64
40,84,64
40,84,64
40,80,64
40,80,64
40,80,64
40,80,64
40,80,64
32,80,64
32,76,64
32,80,64
32,76,64
32,76,64
32,76,64
40,72,64
40,72,64
32,72,56
32,72,56
32,72,56
32,72,64
32,68,64
40,68,64
40,68,72
40,72,72
40,68,72
40,68,72
40,68,72
40,68,72
40,68,72
48,68,72
48,68,72
48,68,72
48,64,80
48,64,80
40,60,80
40,64,80
40,64,80
40,60,80
40,60,72
32,56,64
40,52,64
40,52,64
40,52,64
32,52,64
32,48,56
32,44,56
32,40,56
32,40,56
32,36,56
24,36,56
24,36,40
24,36,40
24,36,40
24,32,40
24,32,32
24,32,32
24,28,40
24,24,32
24,24,32
24,24,32
16,24,24
16,20,24
16,24,32
16,20,32
8,24,24
8,24,24
8,20,24
16,16,24
8,16,24
8,16,24
8,16,24
8,16,24
8,16,16
8,16,16
8,12,24
8,12,24
8,16,24
8,12,16
0,16,16
8,16,16
8,12,24
8,12,24
8,16,8
8,20,8
8,16,16
8,16,16
8,16,16
8,16,16
8,20,16
8,20,16
8,20,16
8,20,16
8,20,16
8,20,16
8,20,24
8,20,24
8,20,16
8,20,16
8,20,24
8,20,16
8,20,24
8,24,24
8,24,24
8,24,24
8,24,24
8,28,24
8,24,24
16,28,24
16,28,24
16,32,32
16,32,32
16,32,32
16,32,32
16,36,32
16,36,32
16,36,32
16,36,40
16,40,40
24,40,40
24,40,40
16,44,40
16,44,48
16,44,48
24,48,48
24,48,48
24,48,40
24,48,48
24,52,48
24,52,48
24,56,48
24,60,48
24,60,48
24,60,56
24,60,56
24,64,56
24,64,56
32,64,56
32,64,56
32,68,64
32,68,56
32,68,64
32,72,64
32,72,64
32,76,64
24,80,64
32,80,64
32,80,64
32,80,64
32,80,64
40,80,64
40,80,64
40,80,64
32,80,72
40,80,72
32,88,72
32,88,72
32,88,72
32,88,72
32,84,64
32,84,64
32,84,72
32,84,72
32,84,72
40,84,72
40,88,64
40,88,64
40,80,80
32,80,80
40,80,80
40,80,80
32,80,72
32,80,64
32,80,64
32,76,64
32,76,64
32,72,64
32,76,56
32,76,64
32,76,64
32,76,64
40,72,64
40,72,64
40,72,64
40,72,64
48,68,72
40,68,72
48,68,80
48,68,80
48,68,80
48,64,80
48,68,80
48,68,80
40,68,80
40,64,80
48,64,80
48,64,88
48,60,80
48,60,80
48,60,64
40,56,64
40,56,72
32,52,72
32,52,64
32,52,64
32,48,64
32,44,56
24,40,56
32,40,56
24,40,48
24,36,48
16,40,40
24,40,40
24,36,40
24,32,40
24,32,40
24,28,40
24,28,40
24,24,40
16,24,40
16,24,40
16,24,32
16,20,32
16,20,32
16,20,32
8,20,24
8,20,24
16,16,32
16,16,24
8,16,24
8,16,24
8,16,16
8,16,16
8,16,24
16,16,24
8,16,24
8,16,24
8,16,24
8,16,24
8,16,24
8,16,24
8,16,24
8,16,24
8,16,16
8,16,16
8,16,16
8,16,16
8,16,16
8,16,16
8,16,8
8,20,16
0,16,16
8,20,16
8,20,16
8,20,16
8,20,16
8,20,16
8,20,16
16,20,24
8,20,24
8,24,24
8,24,16
8,24,24
8,24,24
8,24,24
8,24,32
8,24,32
16,24,32
16,24,32
16,28,32
16,28,32
16,32,24
16,32,32
16,32,32
16,36,32
16,36,32
16,36,32
16,40,40
16,40,40
16,40,40
16,40,40
16,44,56
16,44,56
24,48,48
24,48,48
24,52,48
24,52,48
24,56,48
24,56,48
24,60,56
24,60,56
24,60,56
24,60,56
24,64,56
24,64,56
24,68,56
24,68,56
32,64,64
32,68,64
32,72,64
32,72,64
32,76,64
32,76,64
32,76,72
32,76,72
32,76,72
32,76,72
32,80,64
32,80,72
32,80,72
40,84,72
40,84,72
40,84,72
40,84,80
40,84,88
40,84,80
40,88,80
40,88,80
40,88,80
40,92,64
40,92,64
40,92,64
40,88,64
40,92,72
32,92,72
40,88,72
40,84,72
32,84,80
32,84,80
40,80,72
40,80,72
40,84,64
