R,G,B
56,56,96
56,56,112
72,72,128
104,100,160
64,60,128
120,116,168
104,104,160
72,68,120
104,96,144
224,224,248
200,208,248
208,200,248
208,200,248
200,204,248
216,224,248
72,64,128
96,92,152
168,184,232
184,200,248
16,12,56
32,32,72
32,28,56
24,28,56
24,28,56
24,24,48
24,24,40
16,20,32
16,20,32
16,20,40
24,28,40
16,24,40
16,20,24
16,16,24
16,20,40
16,20,40
16,20,32
8,16,32
16,16,32
16,16,32
16,12,24
8,12,24
16,12,24
16,8,16
8,12,24
8,8,24
8,12,24
8,12,24
8,8,16
8,12,16
0,8,8
8,8,16
8,8,16
8,8,16
8,4,16
8,4,16
0,8,16
0,8,16
0,4,8
8,4,16
8,4,8
8,4,8
8,4,8
8,0,16
8,0,8
0,0,8
0,4,8
0,4,8
0,0,0
0,4,8
0,0,8
0,0,8
0,0,0
0,4,0
0,0,0
0,0,0
0,0,8
0,0,8
0,0,0
0,0,8
0,4,0
0,0,0
0,4,0
0,4,0
0,4,0
0,0,0
0,4,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4,0
0,0,0
0,4,8
0,4,8
0,0,0
0,0,8
0,4,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,8
0,4,0
0,4,0
0,4,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4,0
0,4,0
0,4,0
0,0,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,8
0,0,8
0,0,8
0,0,0
0,0,0
0,4,0
72,72,96
104,108,128
112,104,160
112,100,160
112,100,152
112,104,152
120,124,192
128,136,200
128,136,200
128,136,200
136,136,200
96,92,160
88,80,152
88,84,160
88,80,152
96,84,160
104,96,160
120,120,184
192,204,248
192,204,248
120,124,184
128,132,192
120,124,184
168,172,232
104,132,176
160,188,232
128,128,184
40,44,104
64,60,112
64,56,112
56,56,112
64,60,120
88,84,144
88,84,144
80,76,136
120,124,184
72,64,128
56,48,112
248,248,248
200,204,248
208,204,248
208,208,248
208,208,248
224,228,248
144,136,208
112,100,168
160,164,216
152,156,208
144,140,200
8,8,64
32,32,64
32,28,56
32,28,56
24,28,56
24,24,40
24,24,40
16,20,40
16,20,32
16,20,40
24,24,40
24,24,32
16,16,32
16,20,40
16,20,40
16,20,32
16,20,32
16,16,32
16,16,32
16,12,24
16,12,32
16,12,24
16,12,24
8,12,24
16,8,24
8,12,24
8,8,24
8,8,24
8,8,24
8,8,24
8,8,24
8,8,32
0,4,24
8,8,16
8,4,16
0,8,16
0,8,16
8,4,16
8,8,16
8,4,8
8,4,8
8,4,16
8,4,16
8,4,8
8,0,0
0,4,8
0,4,8
0,0,8
0,4,8
0,0,8
0,0,8
0,0,8
0,0,8
0,4,0
0,4,0
0,0,0
0,4,0
0,0,0
0,0,8
0,4,8
0,0,8
0,4,0
0,4,0
0,0,0
0,4,0
0,4,8
0,0,8
0,0,8
0,0,0
0,0,0
0,4,0
0,0,0
0,0,0
0,0,8
0,0,8
0,0,8
0,0,8
0,0,0
0,0,0
0,0,0
0,0,0
0,4,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,8
0,0,8
0,0,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4,0
0,4,0
0,0,0
0,4,0
0,0,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,8
0,0,8
0,0,0
0,0,0
0,0,0
0,0,0
56,48,96
104,96,144
120,112,160
136,124,176
136,124,168
128,120,160
136,124,168
152,140,184
144,140,184
152,144,184
144,140,192
128,124,176
112,108,168
112,112,168
112,108,168
112,108,168
112,112,168
112,112,168
72,84,128
216,220,248
168,172,232
120,124,184
128,132,184
144,144,192
144,148,208
176,176,232
104,112,160
120,136,184
56,48,112
64,60,120
64,52,104
64,56,104
72,72,128
104,100,152
48,44,104
120,120,184
104,92,160
64,56,120
192,184,232
208,196,240
192,176,240
200,188,248
200,192,248
192,188,248
200,192,248
88,84,160
80,76,128
176,172,224
160,176,224
88,104,152
8,16,56
24,32,80
32,32,56
32,28,64
24,28,56
24,24,48
24,20,48
24,20,48
24,20,40
24,20,40
24,24,48
24,20,40
16,16,32
16,16,40
16,20,40
24,20,40
16,20,32
16,16,32
16,16,24
16,16,32
16,12,24
16,12,24
8,12,24
16,12,24
8,12,32
8,12,24
8,8,32
8,8,32
8,8,32
8,8,24
8,8,24
8,8,24
8,8,16
8,8,16
0,8,16
0,8,16
0,8,16
0,8,16
8,4,16
8,8,16
0,4,16
0,4,16
0,4,8
0,4,8
8,4,8
8,4,8
8,4,8
8,4,8
8,0,8
0,0,8
0,0,8
0,4,8
0,4,0
0,4,0
0,0,0
0,0,0
0,0,0
0,4,0
0,4,0
0,4,8
0,4,0
0,4,0
0,0,0
0,4,0
0,4,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
56,40,80
40,24,72
192,196,240
152,152,200
120,116,176
128,116,176
112,108,160
152,144,192
128,124,192
120,120,184
128,120,200
128,124,200
128,116,168
192,180,232
168,164,216
152,144,192
120,108,192
96,88,168
96,72,168
96,72,168
192,200,248
144,148,216
128,128,184
136,132,192
152,148,216
136,128,192
216,200,248
80,68,152
72,68,136
64,64,128
72,60,112
64,52,104
64,64,112
80,84,136
120,116,168
72,64,120
120,124,176
72,76,128
8,0,40
248,244,248
216,220,248
216,220,248
224,232,248
232,236,248
232,240,248
128,132,200
104,104,160
160,160,216
160,172,232
104,108,168
112,116,160
8,16,56
32,32,64
32,32,64
32,28,64
24,28,56
32,20,56
24,20,48
16,16,40
24,20,40
24,28,48
24,28,48
16,20,40
16,20,32
24,20,40
24,20,40
16,20,40
16,20,40
24,16,40
16,12,32
16,16,24
16,16,24
16,12,32
8,12,24
8,12,24
8,12,24
8,8,32
8,8,32
8,12,24
8,8,24
8,8,24
8,8,24
0,8,24
0,8,24
0,8,24
0,8,24
8,8,24
8,8,24
8,4,16
8,8,16
8,8,0
8,8,8
8,8,8
0,4,8
8,4,8
8,4,8
8,4,8
0,4,0
0,0,8
0,4,8
0,4,8
0,0,8
0,4,0
0,4,0
0,0,8
0,0,8
0,4,0
0,0,0
0,0,0
0,0,0
0,4,0
0,4,0
0,4,8
0,4,8
0,0,8
0,0,8
0,4,0
0,4,0
0,0,8
0,0,8
0,0,0
0,4,0
0,0,8
0,0,8
0,0,0
0,0,0
0,4,0
0,0,0
0,0,8
0,0,8
0,0,0
0,0,8
0,0,8
0,0,8
0,0,0
0,4,0
0,0,0
0,4,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,4,8
0,0,0
0,4,0
0,0,0
0,0,0
0,4,0
0,0,0
0,4,0
0,4,0
0,0,0
0,4,0
0,0,8
0,0,8
0,0,8
0,0,8
0,4,0
0,4,0
40,40,72
24,24,56
128,144,184
144,156,200
136,120,176
112,100,152
136,132,184
216,212,248
200,204,248
208,216,248
208,220,248
200,216,248
200,208,248
192,204,248
208,216,248
216,224,248
224,224,248
232,232,248
248,252,248
240,244,248
232,240,248
192,204,248
120,124,184
128,132,192
120,136,192
168,176,232
112,140,176
168,192,232
136,136,184
48,52,104
72,64,120
72,64,120
64,60,112
64,64,112
104,96,152
72,68,128
128,128,176
112,116,168
40,36,112
80,72,144
120,108,200
144,132,224
192,180,216
216,208,240
248,252,248
232,240,248
96,84,152
112,104,168
160,156,216
152,152,208
104,104,144
112,108,152
24,24,56
32,32,64
32,28,64
24,28,64
32,28,56
24,24,48
24,20,40
24,20,40
24,24,48
24,24,48
24,24,48
16,24,40
24,20,40
24,20,40
24,24,40
24,20,40
24,16,40
24,16,40
16,16,24
16,16,32
8,16,32
16,12,32
8,16,32
8,12,32
8,12,32
8,12,24
16,12,24
16,8,16
8,8,24
8,8,24
8,12,24
8,12,24
8,8,24
8,8,24
8,8,24
8,4,16
8,8,16
8,8,16
8,8,8
8,4,8
8,4,16
8,4,16
8,4,8
8,4,8
0,4,8
0,4,8
0,4,8
0,0,8
0,4,8
0,4,8
0,4,8
8,4,8
0,4,8
0,0,8
0,4,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,8
0,4,8
0,4,8
0,4,8
0,0,8
0,0,0
0,0,0
0,0,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,4,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4,0
0,0,0
0,0,8
0,0,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4,0
0,4,0
0,4,0
0,0,0
0,0,0
0,0,8
0,0,8
0,0,8
0,4,0
0,4,0
0,4,0
40,40,72
40,44,72
16,8,56
120,112,168
128,104,152
160,136,184
176,152,208
168,148,208
184,164,224
208,188,248
200,184,248
208,196,248
216,204,248
216,204,248
200,204,248
208,212,248
216,220,248
216,224,248
216,224,248
208,220,248
216,228,248
192,208,248
208,212,248
112,116,184
136,136,192
144,144,200
200,184,248
168,152,216
104,100,168
112,112,184
64,60,120
72,68,128
72,64,120
64,56,112
80,84,136
112,112,168
48,52,112
128,124,192
104,100,152
72,64,120
112,112,168
120,120,176
112,120,176
112,120,176
112,108,176
104,104,168
128,116,176
120,112,168
176,184,232
144,148,200
112,100,152
136,120,176
80,80,120
32,32,72
32,40,56
32,36,56
32,32,56
32,32,56
24,24,48
24,20,48
24,24,48
24,24,48
24,24,56
24,24,48
24,20,40
24,24,40
24,24,40
24,24,40
24,20,32
24,20,32
16,16,40
16,12,32
16,16,32
16,16,32
16,16,24
16,16,24
16,16,24
16,12,24
8,12,16
8,12,16
8,8,16
8,12,16
8,12,16
8,12,24
8,12,24
0,8,16
8,8,16
8,8,16
0,8,8
8,8,16
8,4,16
8,8,16
8,4,16
8,4,16
0,4,8
0,4,8
0,4,0
0,4,8
0,0,8
0,4,8
0,4,0
0,4,8
0,0,8
0,4,8
0,0,8
0,4,8
0,4,8
0,4,8
0,0,8
0,0,8
0,0,8
0,4,8
0,0,0
0,0,0
0,4,0
0,0,0
0,4,0
0,4,0
0,0,0
0,4,0
0,0,0
0,4,0
0,4,0
0,4,8
0,4,8
0,4,8
0,4,0
0,0,0
0,4,0
0,4,0
0,4,0
0,4,0
0,0,0
0,4,0
0,0,0
0,0,0
0,0,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,8
0,0,8
0,0,0
0,0,0
0,0,0
0,0,0
0,4,0
0,4,0
32,32,64
40,40,72
40,36,72
64,56,96
200,204,240
208,212,248
216,204,248
224,216,248
224,220,248
224,220,248
224,216,248
224,220,248
216,216,248
216,216,248
208,212,248
200,212,248
200,208,248
192,200,248
200,192,248
200,196,248
208,200,248
128,120,192
232,232,248
168,176,240
128,128,192
136,136,200
152,152,216
168,168,232
176,192,248
128,144,192
56,48,120
72,72,144
72,64,136
72,64,128
72,68,120
104,96,152
96,88,144
128,116,176
128,120,192
72,60,128
88,76,128
120,116,168
96,76,152
104,84,160
112,108,160
128,124,176
128,120,176
128,116,168
128,120,168
104,100,152
112,104,152
112,108,160
96,88,144
72,64,120
24,12,56
40,28,72
32,32,64
32,32,64
32,28,48
24,24,48
24,20,40
24,24,40
24,24,56
32,28,56
32,32,56
24,24,48
24,20,48
24,24,48
24,24,40
24,24,40
24,20,40
24,16,32
16,16,32
16,16,32
8,16,24
16,16,24
16,16,24
16,16,24
8,12,24
8,12,24
8,8,24
8,12,24
8,12,16
8,12,16
8,12,16
0,12,16
8,8,24
8,8,16
8,8,8
8,8,8
0,4,16
8,4,16
8,4,16
8,4,16
8,4,8
0,4,8
0,4,8
0,0,8
0,4,0
0,4,8
0,4,8
0,0,8
0,0,8
0,4,8
0,4,0
0,4,0
0,4,8
0,0,8
0,0,8
0,4,8
0,4,8
0,4,8
0,4,8
0,0,8
0,4,0
0,4,0
0,4,0
0,4,0
0,4,8
0,4,8
0,0,8
0,4,8
0,0,8
0,0,8
0,0,8
0,0,8
0,4,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4,0
0,4,0
0,4,0
0,0,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,0,0
0,0,8
0,8,16
40,28,64
40,36,64
48,36,72
32,24,56
112,120,144
216,228,248
208,208,248
216,212,248
216,208,248
216,212,248
216,212,248
216,216,248
216,220,248
216,220,248
216,216,248
216,212,248
208,216,248
208,216,248
200,220,248
224,244,248
120,112,184
144,128,200
144,144,200
216,212,248
160,160,232
136,136,208
136,140,200
160,156,216
168,196,232
144,168,208
176,192,240
56,72,120
80,72,136
72,68,136
72,68,120
80,80,136
104,96,160
80,80,136
128,136,184
128,132,184
56,28,104
240,212,248
248,252,248
248,252,248
112,116,168
144,148,192
136,140,216
120,124,200
120,120,168
104,108,160
112,108,160
104,104,152
96,92,144
88,84,136
184,164,232
40,16,80
32,32,72
32,32,72
32,32,56
24,24,56
24,24,48
24,24,48
24,24,48
32,28,48
24,32,56
24,32,56
16,24,48
24,28,56
16,24,56
24,24,56
24,24,48
24,20,48
24,20,40
24,16,40
16,20,32
16,16,32
16,16,32
16,16,32
16,12,24
16,12,24
8,16,24
8,12,24
0,12,16
0,12,16
8,12,24
8,8,24
8,8,24
8,4,24
0,8,24
8,8,24
8,8,16
0,4,16
8,8,16
0,4,16
8,4,8
8,4,8
0,4,8
0,4,16
0,4,8
0,4,8
0,0,8
0,4,8
0,4,0
0,4,0
0,4,8
0,4,8
0,0,8
0,0,8
0,4,0
0,4,8
0,4,8
0,0,8
0,0,8
0,0,8
0,0,0
0,4,0
0,4,0
0,4,0
0,4,0
0,0,0
0,0,8
0,0,8
0,0,8
0,4,8
0,0,8
0,0,8
0,0,0
0,0,0
0,0,8
0,0,8
0,0,0
0,4,0
0,4,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4,0
0,0,0
0,0,0
0,0,8
0,0,8
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,8,0
0,4,0
0,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4,16
16,12,24
32,32,72
32,32,72
32,36,72
40,44,80
24,12,64
192,180,232
224,232,248
216,220,248
216,216,248
216,216,248
216,220,248
216,220,248
216,216,248
224,216,248
224,216,248
224,220,248
216,224,248
216,224,248
232,244,248
104,120,184
136,132,192
144,144,200
136,132,200
176,168,232
200,196,248
128,132,208
144,140,200
152,148,200
200,176,248
176,152,232
136,116,200
120,100,184
88,76,136
80,72,136
72,68,128
72,72,128
96,92,152
104,100,160
112,112,160
120,124,176
88,84,152
128,124,192
248,252,248
208,208,240
160,132,192
152,128,192
232,232,248
240,232,248
104,100,176
112,108,184
112,112,160
96,100,152
104,88,152
104,92,152
160,164,216
184,188,240
40,36,88
24,20,64
40,36,64
40,36,64
32,28,56
24,20,48
24,24,40
24,28,48
32,32,56
32,32,56
32,32,56
32,28,56
24,32,56
24,32,56
24,32,48
16,28,48
24,20,40
24,20,40
24,20,40
16,16,40
16,16,32
16,12,32
8,16,24
16,16,24
16,12,24
8,12,24
8,12,24
8,12,24
8,8,24
8,8,24
8,8,24
8,8,24
0,8,16
8,8,16
8,8,16
8,8,16
0,8,8
0,4,16
0,4,8
0,0,8
0,4,8
0,4,8
0,4,8
0,4,8
0,0,8
0,4,8
0,4,8
0,4,8
0,0,8
0,4,8
0,4,8
0,0,8
0,4,8
0,4,8
0,4,8
0,0,8
0,0,8
0,0,8
0,4,0
0,4,8
0,4,0
0,0,0
0,0,8
0,0,8
0,0,8
0,0,8
0,4,8
0,0,8
0,0,8
0,0,8
0,4,0
0,4,0
0,0,0
0,4,0
0,4,0
0,4,0
0,4,0
0,0,0
0,4,8
0,4,8
0,0,0
0,0,8
0,4,0
0,4,0
0,0,0
0,4,0
0,0,0
0,4,0
0,0,0
0,0,0
0,0,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,0,0
0,0,0
0,0,8
0,0,8
8,0,8
8,4,8
8,8,24
16,16,24
24,24,64
32,28,64
32,36,72
40,40,72
48,40,96
24,20,72
240,248,248
224,224,248
216,216,248
216,216,248
216,216,248
216,216,248
216,216,248
224,220,248
224,216,248
224,220,248
224,236,248
208,220,248
88,96,160
136,136,200
152,136,192
160,148,200
144,116,152
248,240,248
232,228,248
200,196,248
120,112,176
144,144,208
144,160,224
168,184,240
184,216,248
120,156,184
64,60,120
80,80,136
80,72,128
72,68,128
88,84,136
120,112,168
104,104,152
128,128,176
128,116,176
56,48,104
248,248,248
144,140,192
176,156,216
216,192,248
248,252,248
176,180,224
112,108,184
120,112,184
120,112,160
104,100,152
104,84,144
128,112,168
160,144,208
176,160,224
72,72,120
96,100,152
0,0,32
40,44,80
32,32,56
24,24,48
24,20,40
24,20,40
24,28,56
32,32,56
32,32,56
32,36,64
32,32,72
32,32,72
24,36,64
24,32,56
24,24,48
16,24,48
24,20,48
16,20,48
16,16,40
16,12,40
16,16,32
16,16,24
16,12,32
16,12,32
16,12,24
16,12,24
8,8,24
8,12,24
8,12,16
8,8,8
0,8,24
8,8,24
8,4,16
8,8,16
0,8,16
0,4,16
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,8,0
0,4,0
0,0,8
0,4,8
0,4,8
0,0,8
0,4,0
0,0,8
0,0,8
0,4,8
0,0,8
0,4,8
0,4,0
0,4,0
0,4,0
0,4,0
0,0,8
0,0,8
0,4,8
0,4,8
0,4,8
0,4,8
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,0,8
0,4,8
0,4,8
0,4,8
0,4,8
0,0,8
0,0,8
0,0,8
0,4,0
0,0,0
0,4,0
0,4,0
0,0,0
0,4,0
0,0,0
0,0,0
0,4,0
0,4,0
0,0,0
0,0,0
0,4,0
0,4,0
0,0,0
0,4,0
0,4,0
0,4,8
8,8,16
8,12,16
16,12,24
16,12,32
24,28,56
32,28,56
32,32,64
32,32,64
40,36,80
32,28,72
56,60,104
232,240,248
208,212,248
208,216,248
208,216,248
208,216,248
224,220,248
216,216,248
216,220,248
232,228,248
216,220,248
112,116,192
136,132,184
136,140,192
168,140,200
152,128,184
248,252,248
248,252,248
248,252,248
208,212,240
176,172,240
136,136,200
144,148,208
176,176,232
160,152,224
176,168,240
136,132,200
80,76,152
88,80,144
80,76,136
80,72,136
96,92,152
120,112,168
104,96,152
128,124,176
88,92,144
96,96,144
160,160,208
152,136,192
248,240,248
248,248,248
80,80,136
128,120,184
128,120,176
120,112,160
112,104,160
112,108,152
200,196,240
128,124,168
184,184,232
128,132,176
144,152,200
152,156,184
8,16,48
40,32,80
32,24,72
24,24,48
24,24,48
24,28,48
24,32,48
32,32,64
32,36,64
40,32,80
40,32,80
32,36,72
40,36,72
32,28,56
32,24,64
24,28,56
16,20,48
16,16,40
16,16,40
16,16,32
16,16,32
16,12,32
8,12,32
16,12,24
16,8,24
8,12,16
8,12,24
8,8,24
8,8,24
8,8,24
8,8,24
8,8,16
8,8,16
8,8,8
8,8,8
0,8,8
8,8,8
8,4,16
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,4,0
0,4,8
0,0,8
0,4,8
0,4,8
0,4,8
8,4,8
8,4,8
0,4,8
0,0,8
0,4,0
0,4,0
0,4,8
0,4,8
0,4,0
0,4,0
0,4,0
8,4,0
8,4,8
8,4,8
8,4,8
8,4,8
0,4,16
0,4,16
0,4,16
0,4,16
0,4,8
0,4,8
0,0,8
0,0,8
0,4,0
0,0,0
0,4,8
0,4,8
0,4,0
0,8,0
0,4,0
0,0,8
0,4,8
0,4,8
0,0,8
0,4,8
0,4,0
0,4,0
8,4,8
8,8,8
16,8,16
16,8,16
16,12,16
16,12,16
16,8,32
16,12,32
32,28,56
32,28,56
32,28,72
32,28,72
32,40,80
32,40,80
48,28,88
112,96,152
232,228,248
200,200,248
208,200,248
208,200,248
208,200,248
208,204,248
216,220,248
192,196,248
96,88,160
136,132,200
136,132,184
144,140,184
136,124,168
248,240,248
248,252,248
248,252,248
248,252,248
248,252,248
208,208,248
144,148,232
152,144,208
152,148,208
224,208,248
144,128,216
168,168,248
80,72,152
88,88,152
88,80,144
80,76,136
88,84,144
104,108,152
120,120,168
120,116,168
136,132,184
88,80,136
152,132,192
248,252,248
248,252,248
232,228,248
104,96,152
128,124,184
128,120,176
120,108,168
96,88,144
224,204,248
208,188,248
120,108,176
160,148,216
232,212,248
104,88,152
216,200,248
96,80,128
104,100,144
40,36,80
40,32,64
40,32,64
40,36,64
40,36,64
40,36,64
32,32,64
32,28,64
32,36,64
40,40,72
40,40,72
40,44,80
32,36,80
24,32,64
24,24,56
24,20,48
16,16,40
16,16,40
16,16,40
16,16,32
16,12,32
16,16,24
16,12,24
16,12,16
8,8,24
8,12,16
8,12,16
8,12,16
8,8,16
8,8,16
8,8,16
8,8,16
8,4,16
0,4,8
8,8,8
8,4,16
8,4,16
0,4,16
0,0,16
0,4,8
8,8,8
8,4,8
8,4,8
8,4,8
8,4,8
0,4,8
0,4,8
0,0,0
8,4,8
0,4,16
0,4,16
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,0,8
0,4,8
0,4,8
0,4,0
0,0,16
0,0,16
8,4,16
8,4,16
8,4,16
8,4,16
0,4,16
0,4,8
0,4,16
0,4,16
0,4,16
0,4,16
8,4,16
8,0,16
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
0,8,0
0,4,0
0,0,8
0,0,8
0,0,8
0,4,8
0,4,8
0,4,8
0,4,16
8,8,24
8,12,24
8,12,32
16,12,24
16,12,32
16,12,24
8,12,24
16,12,24
16,12,24
24,24,56
32,24,56
32,28,56
32,28,56
40,32,64
40,36,72
48,36,80
48,28,72
152,160,224
168,176,240
160,164,248
176,172,248
184,180,248
200,196,248
176,168,232
112,104,168
136,136,184
144,140,184
144,140,192
136,128,184
240,232,248
248,240,248
248,248,248
248,252,248
248,252,248
248,252,248
192,204,248
224,232,248
128,120,200
152,144,224
152,160,208
200,208,248
152,180,216
160,188,224
80,80,144
88,88,152
80,84,144
88,80,136
96,96,144
120,124,168
104,100,152
144,136,184
128,108,160
88,72,120
248,252,248
248,252,248
80,76,136
136,128,192
136,128,184
128,116,168
128,108,168
88,68,120
248,252,248
232,240,248
152,140,208
144,128,192
184,180,240
136,128,192
152,156,200
168,176,224
184,184,248
32,32,104
40,44,88
40,40,88
40,40,88
40,40,88
40,40,72
24,24,56
24,28,56
32,32,56
32,32,56
40,40,64
48,44,72
48,44,80
48,44,80
32,28,64
24,24,56
24,20,48
16,20,40
16,20,40
16,16,32
16,16,32
8,16,32
8,12,24
8,16,32
8,12,32
8,12,16
8,12,16
8,8,16
8,8,16
8,8,8
