R,G,B
8,8,8
0,4,16
0,4,16
0,4,8
8,8,8
8,4,8
8,4,8
8,0,16
8,4,16
8,4,16
8,4,16
0,4,8
8,4,8
8,4,8
8,4,8
0,4,8
0,4,8
8,4,8
8,4,8
0,4,8
0,4,16
0,8,8
0,4,8
0,4,8
0,4,16
0,4,16
0,4,16
0,4,8
8,4,8
0,8,8
0,8,8
8,4,16
8,4,16
8,8,16
0,8,16
8,4,16
8,0,16
0,4,8
0,4,8
0,4,8
0,4,8
0,4,8
8,4,8
8,4,8
8,4,16
0,4,8
0,4,8
0,4,8
0,4,8
8,4,8
8,4,8
0,4,8
0,8,8
0,4,8
0,4,8
0,8,16
0,8,16
8,8,16
8,8,16
8,16,24
16,20,24
24,24,32
24,20,32
16,16,32
16,12,32
16,12,24
16,12,24
16,12,24
16,12,24
24,24,48
24,24,56
24,28,56
24,28,56
32,32,64
32,36,64
40,36,72
40,36,80
8,24,64
232,244,248
208,208,248
200,200,248
216,212,248
176,176,240
112,100,152
136,128,184
152,140,192
152,140,192
136,124,192
168,152,216
192,160,232
192,164,240
200,172,216
208,184,232
232,236,248
168,176,224
112,108,176
232,224,248
216,208,248
136,132,192
152,148,216
184,180,248
160,132,224
216,184,248
136,116,192
96,76,152
96,88,144
88,84,136
88,76,136
112,100,160
120,112,168
128,120,168
144,136,192
88,80,136
248,248,248
200,192,232
120,108,168
144,136,192
136,128,184
128,120,176
136,116,160
112,88,136
248,252,248
232,228,248
224,216,248
120,108,176
176,172,232
176,168,232
136,128,192
208,200,248
144,140,184
48,44,88
40,32,72
40,36,80
40,40,88
40,40,88
32,36,80
24,28,64
24,24,48
24,28,48
24,28,48
24,28,48
32,28,56
32,32,56
56,60,96
48,48,80
32,32,64
32,24,56
24,24,40
24,20,32
24,20,40
16,16,40
16,16,32
16,12,32
16,16,24
8,12,32
8,12,24
8,12,24
0,8,24
8,8,24
8,8,16
8,8,8
0,8,8
0,4,8
8,8,8
8,8,8
8,8,0
8,4,0
8,4,16
8,4,16
8,4,16
8,4,16
8,4,16
8,4,16
8,4,16
8,4,16
8,4,16
0,4,8
8,4,8
8,4,8
8,4,8
8,4,8
8,4,8
8,4,8
8,4,8
8,4,8
8,4,8
8,4,8
0,4,8
0,8,8
8,8,8
0,4,8
0,8,16
0,8,16
0,8,16
0,8,16
8,4,16
8,4,16
0,8,8
0,8,16
0,4,8
8,4,8
8,4,8
8,4,8
8,4,8
8,4,8
8,4,8
8,4,8
8,0,8
8,4,16
8,4,8
8,4,8
8,4,8
8,8,8
8,8,8
8,8,8
8,12,16
8,12,16
8,12,24
8,12,24
16,20,24
16,24,32
16,24,32
16,20,32
16,16,32
16,16,24
16,12,24
16,12,24
16,16,16
16,16,16
24,24,56
24,20,48
24,28,48
24,28,48
24,32,56
24,32,56
32,36,72
40,40,72
48,44,80
48,44,88
240,252,248
208,216,248
168,160,240
112,104,184
136,132,176
144,140,184
160,140,192
160,144,200
240,232,248
240,232,248
240,244,248
248,244,248
248,252,248
248,252,248
168,168,240
136,132,208
160,144,200
152,136,192
240,240,248
160,164,232
152,144,216
152,144,216
216,232,248
144,168,232
192,212,248
104,124,160
96,88,144
96,88,144
96,84,144
96,88,144
120,124,176
112,108,160
152,148,200
128,124,168
96,88,152
144,132,200
144,140,184
144,140,184
136,128,184
136,128,176
128,104,160
168,148,208
248,248,248
248,248,248
192,180,248
152,136,216
152,152,200
216,212,248
88,72,136
192,172,232
112,112,168
112,112,176
32,28,72
40,36,80
40,40,80
40,40,80
40,40,80
32,36,80
24,20,48
24,28,56
32,28,48
32,28,48
24,28,48
32,32,48
32,28,56
48,52,80
56,48,88
32,24,64
24,28,40
24,24,40
24,28,48
16,20,40
16,16,32
16,16,32
16,16,32
16,16,32
16,12,24
16,12,24
8,12,16
8,12,24
8,12,16
8,8,16
8,8,8
8,8,8
8,8,8
8,8,8
0,4,8
8,4,8
8,8,16
8,4,16
8,4,8
8,4,8
8,4,16
8,4,16
8,4,16
8,4,16
8,4,16
8,4,16
8,4,8
8,4,8
8,4,8
8,4,8
0,4,8
8,8,8
8,4,8
8,4,8
8,8,8
0,8,8
0,4,8
0,4,8
0,4,16
8,8,16
8,8,8
8,8,16
8,8,16
8,8,16
8,8,16
8,8,16
0,4,16
8,4,16
8,8,8
8,8,8
8,4,8
8,4,8
8,4,8
8,8,8
8,4,8
8,4,8
8,4,16
8,8,16
8,12,16
16,12,16
16,16,24
16,16,24
16,12,24
16,12,24
16,12,16
16,12,16
8,16,16
8,16,16
8,12,24
16,16,24
16,12,24
16,12,24
16,16,24
16,12,24
16,12,16
16,12,16
16,16,24
16,16,24
24,24,48
24,20,48
16,24,48
24,28,48
16,28,56
24,32,56
32,32,64
32,36,64
40,36,64
32,28,56
120,112,176
168,164,224
88,84,144
128,124,184
136,132,184
144,140,192
136,128,184
224,216,248
232,220,248
232,224,248
224,228,248
232,232,248
240,252,248
224,236,248
136,124,192
152,140,208
168,144,200
120,92,144
232,236,248
240,240,248
128,116,200
160,152,232
144,152,216
184,188,248
224,200,248
136,120,200
104,88,152
104,88,160
96,88,144
96,84,144
104,100,152
128,124,176
104,100,144
144,144,192
120,108,168
128,120,176
152,144,184
144,140,184
152,128,184
136,108,168
224,208,248
240,228,248
184,172,224
248,248,248
240,224,248
208,188,248
136,128,192
176,168,232
192,180,232
136,120,176
160,156,208
192,192,248
24,16,72
40,36,88
40,36,80
40,40,80
40,40,88
40,40,88
24,24,48
24,28,56
24,28,48
24,28,48
24,28,48
24,32,48
32,28,48
32,24,40
32,40,64
40,52,80
40,44,72
32,32,56
32,32,56
16,20,48
24,20,40
24,20,40
24,16,40
8,4,32
24,8,32
32,20,40
24,24,40
24,20,32
24,20,32
16,16,32
16,20,24
16,20,32
16,16,32
16,16,32
16,16,32
16,16,32
16,12,24
16,12,24
16,8,16
16,8,16
8,4,16
8,4,16
8,4,16
8,4,16
8,4,16
8,4,16
8,4,8
8,4,16
8,4,16
0,4,16
0,4,16
0,4,8
0,4,8
8,4,8
8,8,16
8,8,16
8,4,16
8,4,16
8,4,16
8,8,16
8,8,16
8,8,16
8,4,16
8,8,24
8,12,16
8,12,24
8,8,24
16,4,24
8,8,16
8,8,16
16,8,16
8,8,16
16,16,24
16,16,24
16,16,24
16,16,24
16,12,32
16,12,32
16,16,32
16,16,32
8,16,24
16,16,24
16,12,24
16,12,24
16,12,16
16,16,24
8,16,24
8,12,24
16,16,24
16,16,24
16,12,24
16,12,24
16,12,24
16,12,24
16,12,24
16,12,24
16,12,24
16,12,32
16,20,56
16,20,56
24,20,40
24,24,40
24,24,48
24,28,56
32,28,64
32,32,64
40,36,64
40,40,64
40,20,64
80,64,104
120,112,160
136,128,168
144,132,184
144,140,184
240,236,248
224,224,248
224,220,248
224,224,248
232,224,248
240,232,248
248,248,248
128,124,176
152,144,192
152,144,192
128,116,152
216,208,248
248,252,248
240,248,248
224,228,248
128,132,216
160,152,216
208,196,248
136,120,224
216,196,248
96,88,168
96,88,160
96,96,152
96,92,144
96,88,136
120,116,168
112,104,152
144,140,184
136,120,176
120,104,168
160,148,200
152,140,192
152,140,192
128,112,168
248,252,248
232,240,248
176,156,216
248,232,248
240,252,248
232,248,248
144,136,200
168,160,224
224,216,248
128,120,184
192,204,248
184,196,240
56,56,128
32,32,104
40,40,88
40,40,88
40,44,88
40,44,88
32,28,64
24,24,56
32,28,56
32,24,56
32,24,48
32,28,48
40,28,48
32,24,48
32,28,48
32,28,48
40,36,72
48,40,80
32,36,80
32,32,72
32,24,56
24,16,40
48,32,56
88,76,104
80,68,104
48,40,72
40,28,56
40,24,48
32,20,40
24,20,40
24,20,40
24,16,32
24,16,32
24,16,32
24,20,32
32,20,32
32,16,40
32,20,40
24,20,40
24,20,32
24,20,32
24,16,32
16,12,32
16,8,24
8,8,24
8,8,24
8,4,24
8,4,16
8,4,16
8,4,16
8,8,16
8,4,24
8,4,16
8,4,16
16,4,24
8,4,24
8,4,24
8,8,24
8,8,24
8,8,24
8,12,24
8,12,24
8,12,24
8,8,16
0,4,16
8,12,16
16,12,24
16,16,24
16,20,32
16,20,32
16,20,32
16,20,32
16,20,32
16,20,32
16,20,32
16,20,32
16,16,32
16,16,32
16,16,32
16,16,32
16,16,24
16,16,24
16,12,24
16,16,32
16,12,24
16,16,24
16,12,24
16,12,24
16,12,24
16,12,24
16,16,24
16,16,24
16,16,24
16,16,24
16,12,24
16,12,24
8,16,16
8,16,16
16,20,48
16,20,48
24,20,40
24,20,48
24,24,56
24,24,56
24,32,56
24,32,56
32,32,56
40,36,64
48,40,72
40,32,64
96,92,136
112,112,152
104,108,160
104,116,168
144,140,216
168,168,248
208,204,240
240,232,248
248,252,248
248,252,248
168,160,224
136,128,192
152,140,192
160,140,192
136,124,152
248,248,248
248,252,248
248,252,248
240,244,248
200,208,248
152,152,224
152,148,224
208,228,248
160,180,232
184,196,240
120,128,168
96,96,152
96,96,152
96,92,144
112,104,152
128,116,168
112,108,160
144,132,184
128,120,168
136,124,176
144,136,184
152,128,184
224,200,248
248,252,248
248,252,248
248,248,248
208,204,232
248,244,248
232,212,248
176,168,240
144,128,200
216,204,248
144,132,192
168,160,224
152,140,200
208,200,248
32,28,88
40,40,88
40,40,88
40,44,88
40,44,88
40,36,80
24,20,56
32,28,56
24,24,48
32,24,56
32,28,56
32,28,56
32,24,48
32,28,48
32,28,48
32,28,56
32,32,56
56,44,88
48,44,88
32,8,32
128,108,136
120,104,136
96,80,112
72,52,96
56,36,72
40,28,48
32,24,48
32,24,40
32,20,40
32,20,40
24,16,40
24,20,32
24,20,32
24,20,32
24,20,24
24,16,40
32,16,40
32,20,40
32,20,40
32,28,32
24,24,32
24,20,32
24,20,32
32,20,32
32,20,32
24,20,32
16,12,24
8,4,16
8,8,16
8,8,16
8,4,16
8,8,16
8,8,16
8,8,16
8,8,16
8,8,24
8,8,24
8,12,24
8,12,24
16,12,32
16,16,40
24,24,32
24,24,32
32,28,48
24,24,40
24,20,40
24,24,40
24,20,40
24,20,40
24,20,32
24,20,32
16,20,32
24,20,32
16,16,40
16,20,40
16,16,40
16,16,32
16,12,32
24,16,32
16,16,32
16,16,32
16,16,32
16,12,24
16,12,24
16,12,24
16,12,24
16,12,32
8,12,24
16,16,24
16,12,24
16,16,24
16,12,32
16,12,32
16,12,32
16,16,32
8,12,32
16,12,32
24,16,48
24,16,48
24,20,48
24,20,48
24,24,48
24,24,48
24,28,56
24,28,56
32,32,48
40,36,56
40,40,64
48,44,72
32,44,72
112,120,152
104,100,152
104,100,152
112,108,160
104,104,160
88,84,160
88,80,152
88,80,168
88,84,168
128,132,192
136,140,200
144,136,192
136,128,184
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
240,244,248
168,156,232
168,156,232
160,148,224
216,196,248
248,228,248
160,128,224
80,68,128
104,96,160
104,96,144
104,96,144
120,112,160
120,116,168
136,124,176
136,128,184
120,116,160
144,136,184
104,88,144
248,236,248
248,252,248
248,252,248
248,248,248
216,196,224
248,252,248
248,252,248
248,224,248
136,116,192
184,164,224
200,180,240
136,124,184
200,184,240
200,192,248
64,60,120
40,40,80
40,36,80
32,40,88
32,40,96
40,40,80
24,24,64
32,32,56
32,32,56
32,28,48
32,28,48
32,28,48
24,28,48
24,24,48
24,24,48
24,28,40
24,28,48
32,20,56
48,40,72
224,212,224
144,132,144
120,96,136
96,76,112
64,44,80
56,36,72
32,32,56
32,24,48
32,24,32
24,20,32
24,20,32
24,20,24
24,16,32
24,16,32
32,20,32
32,20,32
32,20,32
32,20,32
32,20,32
32,20,40
32,24,32
32,24,40
32,20,32
32,24,32
32,20,40
32,20,40
32,24,40
24,20,32
32,28,32
24,20,24
16,8,16
16,4,16
8,8,8
8,12,16
8,12,16
8,12,16
16,16,24
16,16,24
24,20,32
32,32,40
32,28,48
32,28,48
32,28,48
32,28,40
32,24,40
32,28,40
32,24,40
32,24,40
32,20,32
32,20,40
24,24,32
24,24,32
24,20,40
24,20,40
24,20,40
24,20,40
24,16,32
24,16,32
16,20,24
16,20,32
16,16,32
16,16,32
16,16,24
16,16,24
16,12,24
16,12,24
16,16,32
16,16,32
16,16,32
16,16,32
24,12,24
16,12,24
16,12,32
16,12,24
16,12,32
16,12,32
16,16,24
16,16,24
16,16,40
16,16,40
24,16,40
24,20,40
24,24,40
24,24,40
32,24,48
32,28,48
32,28,48
40,32,56
40,36,64
40,40,64
48,40,80
48,36,80
136,120,176
96,76,136
104,96,152
120,112,168
112,112,160
120,112,168
112,112,168
120,116,168
120,116,176
128,124,184
128,124,184
128,120,184
112,92,168
104,88,160
120,88,144
176,136,192
184,172,216
208,192,240
248,248,248
152,152,200
160,152,224
200,188,248
160,176,240
208,232,248
152,156,200
88,96,144
112,104,152
104,96,144
112,96,152
128,116,168
120,112,160
136,128,176
136,128,176
136,132,184
248,252,248
248,252,248
248,252,248
248,252,248
248,248,248
208,188,208
200,188,208
248,248,248
248,236,248
176,164,208
144,128,192
200,188,248
120,112,168
200,192,248
96,88,144
136,128,184
40,32,88
40,36,88
32,36,88
40,40,88
40,40,88
24,24,72
24,28,48
32,28,56
32,24,48
32,24,48
24,24,40
32,24,40
24,24,40
32,24,40
24,24,40
24,24,48
32,28,40
24,24,40
64,48,88
160,144,184
128,100,144
104,76,120
72,56,80
56,40,64
40,32,48
32,24,48
32,24,32
32,20,32
24,20,32
24,20,32
24,16,24
24,20,32
32,16,32
32,16,32
32,20,32
32,20,32
32,20,32
32,24,40
32,20,40
32,20,40
32,24,48
32,20,48
24,20,48
32,20,48
32,24,40
32,24,40
32,24,40
24,24,32
24,20,40
24,16,32
8,4,16
8,8,16
8,4,16
16,16,32
24,28,40
24,28,40
32,32,48
32,32,48
24,32,48
32,32,48
32,28,48
32,28,48
32,28,48
32,28,48
32,24,40
32,24,48
32,24,48
32,24,48
24,24,48
24,20,40
24,20,48
24,20,48
24,20,40
24,20,40
24,20,32
24,20,32
16,20,32
16,20,32
24,16,24
16,16,24
16,16,24
16,16,24
16,16,24
16,16,24
16,16,32
16,16,24
16,16,24
16,12,16
16,12,24
16,12,24
16,12,24
16,12,32
16,16,32
16,16,32
16,16,24
16,16,24
16,16,40
16,16,40
16,16,40
16,20,40
16,20,40
16,20,48
24,24,48
24,28,56
32,28,56
32,32,56
40,36,64
40,36,64
40,40,80
40,44,80
88,80,128
240,236,248
208,180,232
176,148,192
136,116,176
144,128,184
112,108,160
120,116,168
128,116,176
128,120,176
128,124,176
136,132,184
136,140,192
144,140,192
144,140,200
152,144,200
160,144,208
144,128,192
208,208,248
232,232,248
160,152,232
160,148,224
184,196,248
208,220,248
136,112,192
136,104,184
112,104,152
104,100,152
104,96,144
120,112,160
128,116,168
136,128,176
136,136,200
112,100,168
248,248,248
248,248,248
248,252,248
248,252,248
248,252,248
248,252,248
200,200,232
248,248,248
248,224,248
200,184,248
120,112,168
216,204,248
176,164,224
168,160,216
176,192,232
192,208,248
24,16,80
40,32,96
40,40,80
40,40,80
40,40,96
32,32,88
24,28,48
24,28,48
32,24,48
32,20,48
32,28,40
32,24,40
32,24,40
32,24,40
32,24,40
32,24,48
32,28,40
32,28,40
16,0,0
184,164,176
136,108,152
104,76,120
80,60,88
56,36,64
40,32,48
32,24,40
32,24,32
32,20,32
32,20,32
24,16,32
24,20,32
24,20,32
32,20,32
32,20,32
32,20,32
32,20,40
32,20,40
32,24,40
32,24,48
32,24,40
32,24,48
32,24,48
24,24,56
32,24,56
32,24,48
32,24,48
32,28,40
32,24,40
32,24,40
40,28,40
48,48,80
40,40,72
48,40,72
32,32,64
32,28,56
32,28,56
32,28,64
40,28,64
32,28,56
32,32,56
32,28,56
32,28,56
24,28,56
32,28,56
32,24,48
32,24,48
32,24,48
32,24,48
24,20,48
24,20,48
24,24,40
24,20,40
24,20,40
24,20,40
24,20,32
24,16,32
24,20,24
24,20,24
24,20,24
24,16,24
16,16,24
16,16,24
16,20,24
16,16,24
16,16,24
16,16,24
16,12,24
16,16,24
16,12,24
16,12,24
16,12,32
16,12,32
16,12,24
16,16,24
8,16,32
16,16,32
24,16,32
16,16,32
24,12,40
24,16,40
16,20,40
16,24,40
24,24,40
24,24,48
32,28,48
32,28,56
32,32,64
40,32,64
40,40,80
40,40,80
0,4,56
144,148,200
232,244,248
216,224,248
240,248,248
160,168,232
128,120,184
128,116,176
136,124,176
128,116,168
200,188,216
200,184,216
160,160,232
136,132,208
120,100,216
112,92,208
128,100,176
128,100,184
112,100,160
240,228,248
192,180,248
160,148,232
184,156,240
192,160,240
216,212,248
152,144,224
104,96,152
112,108,160
112,100,152
112,104,160
128,116,168
128,112,168
160,144,200
144,124,184
168,160,184
248,248,248
248,252,248
248,252,248
248,252,248
248,252,248
200,180,248
208,188,248
248,252,248
248,244,248
144,132,200
160,144,216
216,208,248
120,112,184
232,232,248
152,148,208
48,44,104
32,28,88
40,40,72
40,40,72
40,40,80
32,40,80
24,28,48
24,28,48
32,28,48
24,24,48
32,28,48
32,28,48
32,28,40
32,28,40
32,24,48
32,24,48
32,24,48
32,28,56
0,4,24
160,160,184
136,116,160
104,80,120
80,56,96
56,40,80
40,32,48
32,28,40
32,28,40
32,24,40
32,20,32
32,20,32
32,16,32
32,20,32
32,20,32
32,20,32
32,20,32
32,20,32
32,24,32
32,24,32
32,24,40
32,24,40
32,24,40
32,24,40
32,24,48
32,24,48
32,28,48
32,28,48
24,24,48
32,24,48
32,32,56
48,44,64
48,40,64
40,40,64
40,32,64
40,32,64
40,36,64
40,36,64
32,32,64
40,32,64
40,32,64
40,32,64
40,32,56
32,28,56
32,32,56
24,28,56
32,28,48
32,28,48
32,28,56
24,24,56
24,28,56
24,24,48
24,24,40
24,24,40
24,20,40
24,20,40
24,20,40
24,20,40
24,20,32
24,20,32
24,20,32
24,20,32
24,16,32
16,16,32
16,16,24
16,16,32
16,16,32
16,16,32
16,16,32
16,12,32
16,16,32
16,12,24
16,16,32
16,16,32
16,12,32
16,12,32
16,16,32
16,16,24
24,12,32
24,12,32
16,16,32
16,16,32
16,20,32
16,24,40
24,24,48
24,24,40
24,28,48
24,28,48
32,32,56
32,36,56
40,40,64
40,40,64
48,44,88
0,4,40
120,120,184
136,132,192
168,164,224
120,120,176
136,120,176
136,120,168
144,124,168
160,140,184
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,248,248
248,252,248
248,248,248
168,160,208
160,160,232
184,180,248
160,176,216
200,212,248
136,132,184
120,108,160
112,104,152
112,104,152
120,112,168
128,120,176
128,120,176
168,160,216
112,100,168
176,160,232
192,180,248
160,152,248
160,144,240
168,152,248
192,168,248
200,180,248
248,252,248
248,244,248
240,224,248
128,112,176
200,180,248
152,132,200
192,168,224
152,132,192
152,144,208
32,20,88
40,36,72
40,36,72
40,40,80
32,40,80
24,24,48
24,28,56
32,32,48
32,28,48
32,28,48
32,28,48
32,28,40
32,28,48
32,28,48
32,28,48
32,24,56
32,24,56
32,28,64
104,96,136
160,136,168
112,88,120
88,60,96
64,40,80
48,36,56
40,24,40
32,28,40
32,24,40
32,16,32
32,20,32
32,16,32
32,16,32
24,24,32
24,24,32
32,24,40
24,24,40
32,24,40
32,24,40
32,24,40
32,24,40
32,28,48
32,28,48
32,28,40
32,28,48
32,24,48
40,24,48
40,24,40
40,24,40
48,44,64
48,44,64
48,40,72
48,36,72
48,36,72
48,36,72
48,36,64
48,32,64
40,36,64
40,36,64
40,32,72
40,32,72
40,36,64
40,32,56
32,32,48
32,32,48
32,32,48
24,28,48
32,28,48
32,24,48
24,28,48
24,28,48
24,24,40
32,24,48
32,24,48
32,20,40
24,20,48
24,20,48
24,20,40
24,20,32
24,16,32
24,20,32
24,16,32
24,16,32
24,16,32
24,16,32
24,16,24
24,16,24
24,16,32
16,16,32
16,16,24
16,16,24
16,16,24
16,16,24
16,16,24
16,16,32
16,16,32
16,16,32
16,12,32
16,12,32
16,16,40
16,16,40
16,16,40
16,20,40
16,24,40
24,24,40
24,24,48
24,24,56
24,28,56
32,32,56
32,36,64
40,40,64
48,40,80
48,48,88
0,4,40
216,220,248
136,128,184
136,132,184
144,132,176
152,140,184
144,120,176
192,172,232
184,144,232
184,140,232
208,152,200
216,168,224
224,208,240
248,232,248
240,248,248
248,248,248
248,252,248
248,252,248
248,248,248
240,236,248
152,148,224
152,148,224
208,208,248
192,192,240
168,160,224
120,108,176
112,112,160
120,108,152
112,104,160
128,120,176
136,124,176
176,164,216
160,144,208
128,116,176
208,196,248
184,168,248
184,172,248
192,176,248
192,180,248
224,204,248
248,244,248
248,248,248
232,208,248
144,132,208
184,164,224
224,208,248
120,108,184
192,176,248
216,204,248
40,28,88
32,32,72
40,36,72
40,36,80
40,40,88
32,32,56
32,28,48
40,28,56
40,28,56
32,28,56
32,24,56
32,28,48
24,28,48
32,24,48
32,28,48
32,24,56
40,28,56
48,32,40
56,40,48
160,136,152
120,96,112
88,60,104
64,40,88
48,40,64
40,32,56
32,24,48
32,20,40
24,20,32
24,20,32
32,16,32
32,20,32
24,24,32
24,24,40
32,28,40
32,28,40
40,24,40
32,24,40
40,24,40
40,28,40
40,24,48
40,24,48
40,24,40
40,24,48
40,24,48
40,24,48
48,24,40
48,32,48
48,40,72
48,40,72
48,36,72
48,40,72
48,36,72
48,36,72
48,40,64
40,36,56
40,36,64
40,36,64
40,36,64
40,32,64
40,36,56
40,36,56
40,32,56
40,32,56
40,32,56
32,28,56
32,32,56
32,28,48
32,28,48
32,28,48
32,24,48
24,24,48
32,24,48
32,28,48
32,24,40
32,24,40
32,20,40
24,20,40
24,20,32
24,20,32
24,16,32
24,20,32
16,16,32
24,16,32
24,16,24
24,16,24
24,16,24
24,16,32
16,16,32
16,16,24
16,16,24
16,16,24
16,16,24
16,16,24
16,16,24
16,16,24
8,16,24
8,16,32
16,16,32
16,16,32
16,16,32
16,20,32
16,20,40
16,24,40
24,24,48
24,24,48
24,28,56
24,28,56
32,32,64
40,36,72
48,40,80
48,44,80
64,44,96
48,32,80
168,160,200
144,136,176
152,136,184
144,124,176
208,204,240
248,248,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,248,248
248,244,248
216,200,248
160,144,216
176,160,232
192,176,248
160,168,216
136,144,200
120,116,168
112,112,168
120,108,160
120,108,160
176,164,216
144,128,176
200,200,248
104,100,144
248,252,248
240,252,248
248,240,248
232,232,248
152,124,192
200,176,248
192,172,232
248,244,248
248,240,248
200,176,240
168,160,216
232,228,248
112,100,152
200,184,240
184,184,224
72,76,112
32,32,72
32,36,72
40,32,72
40,36,72
32,32,56
24,24,48
32,28,56
32,28,56
32,28,48
40,28,48
32,28,48
32,28,40
32,28,48
40,32,48
40,28,48
40,28,48
48,32,32
56,40,40
152,128,136
120,100,112
80,56,104
72,48,96
56,40,72
40,28,56
32,24,40
32,24,32
32,20,32
32,16,32
32,20,32
32,20,32
32,20,32
40,24,32
32,24,32
40,28,40
48,24,40
40,24,40
40,24,48
40,24,48
40,24,48
40,24,48
40,24,40
32,24,48
40,28,48
40,28,48
40,24,48
48,36,64
48,44,72
56,44,80
48,44,80
48,44,80
48,44,80
48,44,80
40,40,72
48,40,72
48,36,64
48,36,64
40,36,64
40,40,72
40,36,72
40,32,64
40,32,64
40,32,64
32,32,56
32,36,56
32,32,56
32,32,56
40,28,48
40,24,48
32,28,56
32,28,56
32,28,48
32,28,48
32,24,40
32,24,40
24,20,40
24,20,40
16,24,32
24,24,40
24,20,40
24,16,40
24,20,40
24,16,40
24,16,32
16,16,32
16,20,32
16,16,32
16,16,32
16,16,32
16,16,32
16,16,32
8,16,24
16,16,24
16,20,16
16,20,24
8,12,32
8,12,32
16,12,32
16,12,32
16,16,32
16,16,32
16,20,40
16,20,40
24,24,48
24,24,48
24,28,48
24,28,56
32,32,56
32,36,64
40,36,72
48,36,72
56,44,88
64,48,96
64,44,88
168,148,192
160,136,184
176,156,208
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,248,248
152,136,176
248,248,248
176,172,208
152,144,208
168,156,216
184,176,232
152,140,192
128,120,176
128,120,176
128,112,168
120,104,168
168,160,216
192,192,248
192,160,240
168,140,216
40,16,64
248,240,248
248,252,248
248,252,248
144,128,192
192,180,240
208,192,248
248,236,248
248,252,248
248,252,248
144,124,200
184,164,240
216,204,248
144,132,192
152,156,224
160,164,224
40,36,88
32,36,88
40,32,64
32,32,72
32,32,64
24,20,56
40,28,56
40,32,56
40,32,56
40,32,56
32,28,48
32,28,48
32,28,48
32,28,48
40,28,48
40,28,48
48,32,40
48,32,40
160,144,160
120,108,120
96,72,120
80,56,104
56,36,72
40,28,64
40,24,40
32,20,32
32,16,32
32,20,32
24,24,32
24,24,32
32,24,32
32,20,32
32,24,40
32,24,40
40,24,40
40,24,40
40,24,48
40,28,48
40,28,48
40,28,48
32,24,48
40,28,48
40,28,48
40,28,40
40,28,56
48,44,64
56,44,88
56,44,88
48,48,88
56,48,88
48,48,80
48,44,80
48,44,72
48,44,72
48,40,72
56,40,72
48,36,72
48,40,72
48,40,72
40,36,72
40,36,64
40,36,64
40,36,64
32,32,64
32,32,64
40,32,64
40,32,56
40,32,56
32,28,56
32,32,56
32,28,48
24,28,48
32,24,48
32,24,48
24,24,48
24,24,48
24,20,40
24,20,40
24,20,32
24,20,40
16,20,40
24,20,40
24,16,32
24,16,32
16,20,24
16,16,24
16,16,24
24,16,32
16,20,32
16,16,32
16,16,24
16,20,24
16,16,24
16,16,24
8,12,32
8,12,32
8,12,24
16,16,32
16,12,32
16,16,32
16,16,40
24,20,40
24,20,56
24,20,48
24,28,48
24,28,48
32,28,56
32,32,56
40,32,72
40,40,72
48,44,88
56,52,96
56,44,88
96,88,136
160,144,184
248,236,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
248,252,248
232,196,248
192,156,232
200,196,240
248,248,248
128,120,184
160,148,216
168,152,216
160,144,208
136,136,184
128,124,176
136,120,176
136,116,168
160,144,208
224,204,248
104,104,168
232,232,248
96,96,128
232,232,248
248,252,248
248,252,248
144,128,192
200,184,248
208,184,248
208,184,248
248,244,248
240,224,248
192,168,240
160,144,216
240,224,248
120,112,176
208,200,240
192,184,224
32,24,80
40,28,88
32,36,72
32,32,72
32,32,64
24,24,56
32,24,48
40,28,56
40,32,48
40,32,48
40,28,48
40,32,48
40,28,48
40,28,48
40,28,48
40,28,48
48,28,48
32,8,24
184,160,192
128,108,144
96,76,120
80,56,96
56,40,72
40,28,56
32,20,32
32,20,32
32,20,32
32,20,32
32,16,40
32,20,40
32,20,32
32,24,32
32,20,40
40,24,40
40,24,48
40,24,48
40,24,40
40,24,48
40,28,48
40,28,48
40,24,48
40,28,48
40,28,48
40,28,48
32,28,56
56,52,72
56,52,88
56,48,88
56,48,88
56,44,88
56,44,80
56,44,88
48,44,80
56,48,80
56,44,80
56,44,72
56,40,80
56,40,80
48,40,72
48,40,64
40,40,64
40,40,64
40,36,64
40,36,64
40,32,64
40,36,64
40,36,56
32,32,56
32,32,56
32,32,56
32,28,48
32,28,48
32,28,48
32,28,48
32,24,48
32,24,56
32,24,48
32,20,48
24,24,40
24,20,32
24,24,40
24,24,40
24,20,32
24,20,32
24,24,24
16,20,16
24,20,24
16,16,24
24,20,24
24,20,24
16,16,32
16,16,32
16,16,32
16,16,32
8,8,24
16,12,24
16,12,24
16,12,24
16,16,24
16,16,32
16,20,32
16,20,32
16,20,40
16,20,40
16,24,48
24,28,48
24,24,56
32,28,56
40,28,72
40,36,80
40,40,88
48,48,96
64,48,112
40,16,80
240,248,248
248,252,248
248,252,248
