R,G,B
112,16,48
112,20,48
120,20,48
120,24,56
136,24,48
136,24,48
144,24,64
144,24,64
152,24,64
152,28,64
160,28,72
160,32,72
168,32,72
168,36,80
176,36,88
176,40,88
184,40,96
184,44,96
192,48,96
192,52,104
200,52,104
200,56,112
200,60,112
208,64,112
208,60,120
208,64,120
216,68,120
216,72,120
216,72,120
216,76,128
224,80,128
224,80,128
224,80,128
232,84,128
232,84,136
232,80,128
232,84,136
240,88,136
240,88,144
240,88,144
240,88,136
240,88,144
240,92,144
248,92,144
248,92,144
240,92,144
248,92,144
248,92,144
248,88,144
248,92,144
248,92,144
248,92,144
248,92,144
248,88,144
248,92,144
248,88,144
240,92,144
240,92,144
232,88,136
232,88,136
224,84,136
224,84,128
224,84,136
224,80,136
216,80,136
216,80,136
216,76,136
216,76,136
208,76,136
208,76,136
208,76,136
208,76,128
200,76,128
200,80,128
192,76,128
192,76,128
192,76,120
192,72,120
184,72,128
184,68,128
176,68,128
176,60,120
168,64,112
160,60,112
168,52,104
160,48,104
152,44,96
152,44,96
144,44,88
144,40,80
136,36,80
136,32,80
128,32,72
120,28,72
112,28,64
112,28,64
96,28,64
96,28,56
88,28,48
88,28,48
80,24,48
80,20,48
72,20,40
72,16,40
72,16,40
72,16,40
56,16,32
56,12,32
56,16,32
56,16,32
56,12,24
48,12,32
40,12,24
40,12,24
32,12,24
32,12,24
40,12,16
40,12,16
32,8,24
32,8,24
24,8,24
24,8,24
32,8,16
32,8,16
32,4,16
32,8,16
24,8,8
24,8,8
24,4,16
24,4,16
24,4,8
24,4,8
24,4,16
24,4,16
32,4,8
32,4,16
32,8,16
32,8,16
32,8,8
32,12,8
40,8,16
40,8,16
40,8,16
40,8,24
48,8,24
48,12,24
48,12,24
48,12,24
64,8,24
64,12,24
72,12,24
72,12,32
80,12,24
80,16,32
88,16,32
88,16,32
96,16,40
96,20,40
96,20,40
96,20,40
112,16,40
112,20,40
128,20,48
128,20,48
136,20,48
136,24,56
144,24,64
144,24,64
152,28,64
160,28,64
168,32,72
168,32,72
176,32,80
176,36,80
184,40,80
184,40,88
184,44,96
192,48,104
192,52,104
192,52,104
200,56,112
200,56,112
200,64,104
208,64,112
208,68,120
208,72,120
216,72,120
216,76,120
224,76,128
224,76,128
224,80,128
232,80,128
232,84,128
232,84,128
232,84,136
232,84,136
240,88,136
240,92,136
248,92,144
248,92,144
248,92,144
248,92,144
248,96,144
248,92,144
248,92,152
248,96,152
248,96,152
248,96,152
248,96,152
248,96,152
248,92,144
248,92,144
248,92,144
248,96,144
248,96,144
248,92,144
240,96,144
240,92,144
240,88,136
240,88,144
232,88,136
232,84,136
224,84,136
232,84,136
224,84,136
224,80,136
216,80,128
216,80,128
216,80,128
208,80,128
208,80,128
208,76,128
200,80,128
200,76,120
192,76,128
192,76,128
192,80,128
184,76,120
184,72,128
184,68,128
184,68,128
176,64,120
168,60,112
168,56,112
160,52,112
160,48,104
152,44,104
152,40,104
144,40,88
144,36,88
136,36,72
136,32,72
128,32,72
128,28,72
112,32,64
112,28,56
96,28,64
96,24,56
96,24,48
88,20,48
88,24,48
88,20,40
80,20,48
72,16,40
72,16,48
72,16,48
64,16,32
56,16,32
56,12,32
56,16,32
48,12,24
48,12,32
40,12,32
40,12,32
40,12,24
40,12,24
40,12,16
40,8,16
40,12,24
40,8,24
32,12,24
24,8,24
24,12,16
24,8,16
24,8,16
32,8,16
32,8,16
32,8,16
24,8,16
24,4,8
24,4,16
24,4,16
24,4,16
24,4,16
32,4,16
32,4,16
32,8,8
32,8,16
32,8,16
32,8,16
40,8,24
40,8,24
48,8,16
48,8,24
56,8,24
56,8,24
56,8,24
56,12,24
64,8,24
64,12,24
64,12,24
72,12,32
80,12,24
80,16,32
88,12,32
88,16,32
96,16,32
96,16,32
96,16,40
104,16,40
120,16,40
120,20,40
128,20,48
128,20,48
136,20,48
136,24,56
144,24,56
152,28,56
160,28,64
160,32,64
168,32,72
168,32,80
176,36,80
176,36,80
176,40,88
184,44,88
184,44,96
192,48,96
192,52,104
200,56,104
200,60,112
200,60,112
208,64,112
208,64,112
208,68,120
216,72,120
216,72,120
224,76,128
224,76,128
224,80,128
232,80,128
232,84,136
232,84,136
232,84,136
240,88,136
240,88,136
248,88,136
248,88,136
248,92,144
248,92,144
248,92,144
248,96,144
248,96,144
248,96,144
248,96,152
248,96,152
248,96,152
248,96,152
248,96,152
248,96,152
248,100,144
248,100,144
248,96,144
248,100,144
248,96,144
248,96,144
248,96,144
248,92,144
248,92,144
248,88,144
240,92,136
240,88,136
232,88,136
232,84,136
224,84,136
224,80,128
224,80,136
224,76,136
216,84,128
216,80,128
208,80,128
208,80,120
208,76,128
200,76,128
200,76,128
200,76,128
192,80,128
192,76,128
192,76,128
184,72,128
184,64,120
184,64,120
168,60,120
168,56,120
168,52,112
160,44,104
152,48,104
152,44,104
152,36,88
144,36,88
136,36,80
136,32,80
128,32,80
120,28,72
120,28,64
112,24,56
104,28,56
104,24,56
96,24,48
88,20,48
88,20,48
88,20,48
80,20,40
72,16,40
72,16,40
72,16,40
64,16,32
64,12,32
56,16,32
48,12,32
56,12,24
48,12,32
48,12,24
48,8,24
40,12,32
40,8,24
32,12,24
32,8,24
32,12,32
32,8,24
24,12,24
24,8,24
32,8,16
32,8,16
24,8,16
24,8,16
24,8,16
24,4,16
24,4,8
24,4,16
24,4,16
24,4,16
32,4,16
32,4,16
32,4,16
32,8,16
32,8,8
32,8,8
32,8,16
32,8,16
40,8,16
40,8,24
40,8,24
48,8,24
56,8,24
56,8,24
56,12,24
56,12,24
64,8,24
64,12,32
72,12,24
72,12,24
72,12,32
80,12,32
80,12,32
88,16,32
96,16,40
96,16,40
104,16,40
112,16,40
120,16,48
120,20,48
128,20,48
136,20,56
136,20,56
144,28,64
152,28,64
152,28,64
160,28,64
160,32,64
168,32,72
168,36,80
176,40,80
176,40,80
184,44,88
184,44,96
192,48,96
192,48,104
192,52,104
200,60,112
200,64,112
200,64,112
208,68,112
208,68,112
216,72,120
216,72,120
224,76,120
224,76,128
224,84,120
224,84,128
232,84,136
232,84,136
240,84,128
240,88,136
240,88,144
248,92,144
248,92,136
248,92,144
248,96,144
248,96,144
248,96,144
248,96,144
248,96,144
248,100,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,144
248,96,144
248,96,144
248,96,144
248,96,144
248,92,144
240,92,136
240,88,144
240,88,144
232,84,144
232,84,136
224,80,136
224,80,136
216,88,128
216,84,136
208,84,128
208,80,128
208,80,128
208,76,128
200,76,128
200,76,128
192,76,128
192,76,128
192,72,128
192,72,128
184,68,128
184,64,128
176,60,120
168,56,112
168,52,112
160,48,104
160,48,96
160,44,96
152,40,88
152,36,88
136,36,80
136,36,80
128,32,80
128,28,72
120,28,64
120,24,56
104,28,64
96,24,56
96,24,48
96,24,48
88,24,40
80,20,40
72,20,40
72,20,40
72,16,40
64,12,40
64,20,32
64,16,32
56,16,24
56,12,32
48,12,32
48,12,32
48,12,32
48,8,24
40,8,32
40,8,32
40,12,24
40,8,24
40,12,24
40,8,24
32,8,32
32,8,24
32,8,16
24,8,16
24,8,16
24,8,24
24,8,16
24,8,16
24,8,8
24,8,8
24,4,16
24,4,16
32,0,16
32,4,16
32,4,16
32,8,16
32,8,8
32,8,8
32,8,16
32,8,16
40,8,24
40,8,24
48,8,24
48,8,24
56,8,24
56,12,24
56,8,32
56,12,32
64,8,32
64,8,32
72,12,24
72,12,24
80,12,32
80,12,32
88,16,32
88,16,32
96,16,32
96,16,40
104,16,32
112,20,40
120,16,48
120,20,48
128,20,56
128,24,56
144,20,56
144,24,56
152,28,64
152,28,64
168,32,72
168,32,72
168,36,72
168,40,72
176,40,80
176,40,88
184,48,88
184,52,96
192,52,104
192,52,104
200,60,104
200,64,112
208,64,112
208,64,112
208,72,112
216,72,120
216,72,120
224,76,120
224,76,120
224,80,128
232,84,128
232,84,128
232,84,136
240,88,136
240,88,136
240,92,136
248,92,144
248,92,144
248,96,144
248,96,144
248,96,144
248,96,144
248,96,152
248,96,152
248,100,152
248,100,152
248,100,144
248,100,152
248,104,152
248,104,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,144
248,100,152
248,100,152
248,96,144
248,96,144
248,96,144
248,92,144
248,92,144
240,92,144
240,92,144
232,88,136
232,88,136
232,88,136
232,84,136
224,88,136
224,84,128
216,80,136
216,80,136
208,80,136
208,80,136
200,80,136
200,80,128
192,76,128
200,76,128
192,72,128
192,68,128
184,68,128
184,64,120
176,60,120
168,56,120
176,52,112
168,48,104
160,44,96
160,44,96
152,44,88
152,40,80
144,36,80
136,32,80
136,32,72
128,28,72
120,32,64
120,28,56
104,24,56
104,24,56
96,24,48
88,24,48
88,20,48
80,20,48
80,20,48
72,16,40
72,16,40
72,16,40
64,16,32
64,12,32
56,16,32
56,12,24
48,12,24
48,12,24
48,12,32
48,8,24
40,12,24
40,12,24
40,8,24
40,8,24
40,8,16
40,8,16
32,8,24
32,8,24
24,8,16
24,12,16
24,8,16
24,8,16
24,8,16
24,8,16
24,8,16
24,4,16
24,4,8
24,4,8
32,8,8
32,8,8
32,8,8
32,8,8
32,8,8
32,8,8
40,8,16
40,8,16
40,8,16
40,12,16
48,8,16
48,12,16
56,8,24
56,12,24
64,12,24
56,12,24
64,12,24
64,12,24
72,8,24
72,12,24
80,12,24
88,16,32
96,16,40
96,16,40
104,16,32
104,20,32
104,20,32
104,24,40
120,20,48
120,20,48
128,20,56
136,24,56
152,20,56
152,24,56
160,28,64
160,28,64
168,32,72
168,32,72
168,36,80
168,40,80
176,40,88
176,44,88
184,48,96
184,52,96
192,56,96
192,56,104
200,60,112
200,60,112
208,68,112
208,72,112
208,76,120
208,76,120
216,76,128
224,76,128
224,80,128
224,80,128
232,80,128
232,84,136
240,92,136
240,92,144
248,96,144
248,96,144
248,96,144
248,96,144
248,100,144
248,100,144
248,96,152
248,100,152
248,104,152
248,104,152
248,100,152
248,104,152
248,104,160
248,104,160
248,104,152
248,104,152
248,104,152
248,104,152
248,100,160
248,100,160
248,104,160
248,104,160
248,104,152
248,104,152
248,100,152
248,100,144
248,100,152
248,100,152
248,96,152
248,96,144
248,96,152
248,92,144
240,92,144
240,92,144
232,88,144
232,88,136
224,84,144
224,84,144
216,80,144
216,80,136
208,80,136
208,80,136
208,84,128
208,80,128
200,76,128
200,76,128
200,72,128
192,68,128
184,64,128
176,64,120
176,60,112
176,60,112
176,56,104
168,48,104
160,48,96
160,44,96
152,44,96
152,40,88
144,36,80
136,32,80
128,32,80
128,32,72
112,32,64
112,28,64
112,28,56
112,28,56
96,24,56
96,24,48
88,24,48
88,20,40
80,20,48
80,20,48
72,16,48
72,16,40
64,16,32
64,16,32
56,20,24
56,16,24
56,12,32
56,12,32
48,16,32
40,12,24
40,12,16
40,12,16
32,8,24
40,12,24
32,12,24
40,12,24
32,8,24
32,8,24
24,8,24
24,8,24
24,8,24
24,8,24
16,8,16
24,8,16
24,4,16
24,8,16
24,8,8
24,8,8
24,8,8
24,8,8
32,8,8
32,8,8
32,8,8
32,12,8
40,8,16
40,8,16
40,8,16
40,8,16
48,8,16
48,12,16
48,8,24
56,8,24
56,12,24
64,12,24
72,8,24
72,12,24
80,12,24
80,16,24
88,12,32
88,16,32
96,16,40
96,16,40
96,20,32
96,20,40
112,16,40
112,20,40
120,20,48
128,20,48
136,20,56
136,20,56
152,20,56
152,24,56
160,28,64
160,28,64
160,32,72
168,32,72
168,36,80
176,40,80
176,44,88
176,44,96
192,48,96
192,52,104
200,56,104
200,56,104
200,64,112
208,64,112
208,68,112
208,72,120
216,72,120
216,76,120
224,80,128
224,80,128
232,80,128
232,80,136
232,84,136
240,88,144
240,92,136
248,92,136
248,96,144
248,100,144
248,100,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,152
248,104,160
248,104,152
248,104,160
248,104,160
248,104,160
248,104,160
248,104,160
248,104,160
248,104,152
248,104,160
248,104,160
248,108,160
248,108,160
248,104,160
248,104,160
248,104,160
248,104,152
248,100,152
248,104,152
248,104,152
248,100,152
248,96,152
248,96,144
240,96,144
240,92,152
240,92,152
232,92,152
232,88,144
224,88,144
224,84,136
224,84,136
224,84,136
208,84,136
208,80,136
208,80,136
208,80,128
192,76,136
200,76,136
200,76,128
192,72,128
184,68,128
184,64,120
176,64,112
176,60,112
168,52,112
168,48,104
160,48,96
160,44,88
152,40,88
152,40,88
144,36,80
136,36,80
136,36,72
128,32,72
120,32,64
112,28,56
112,28,56
104,24,56
104,20,56
96,20,56
88,20,48
88,20,48
80,20,48
72,20,48
72,20,40
72,16,40
72,16,40
64,12,32
56,16,32
56,16,32
56,12,32
48,12,32
48,12,32
40,12,24
40,12,24
40,12,16
40,12,24
40,8,24
40,12,24
40,8,24
32,12,16
32,12,16
32,8,16
24,8,16
24,8,16
24,8,16
24,4,16
24,8,16
16,4,16
24,4,24
24,8,8
24,8,8
24,4,8
24,8,8
32,4,8
40,4,8
32,8,8
32,8,16
32,8,16
40,8,16
40,8,16
40,8,16
48,8,16
48,8,16
56,8,16
56,12,24
56,12,24
56,12,24
64,12,24
64,12,24
72,12,32
72,16,32
80,16,32
80,16,32
88,12,40
96,16,40
104,16,40
104,16,40
112,20,40
112,24,48
128,24,40
128,24,48
144,24,56
144,24,56
152,20,56
152,24,64
160,28,64
160,32,64
168,32,72
168,36,72
176,36,80
176,40,80
184,40,88
184,44,96
192,52,96
192,56,96
200,56,104
200,60,104
200,64,112
208,64,112
216,72,112
216,76,120
216,76,120
224,76,128
232,80,128
232,84,128
240,84,136
240,84,136
240,88,136
248,88,136
248,96,136
248,96,136
248,100,144
248,100,144
248,100,144
248,100,144
248,100,152
248,100,152
248,104,152
248,104,152
248,104,152
248,104,152
248,104,160
248,108,160
248,108,160
248,108,160
248,108,160
248,104,160
248,108,152
248,104,160
248,108,160
248,104,160
248,108,160
248,104,160
248,104,160
248,104,160
248,104,160
248,100,152
248,104,152
248,104,152
248,100,152
248,104,152
248,100,152
248,96,144
248,96,144
240,92,144
240,92,152
240,88,152
232,92,144
232,88,144
232,88,136
224,84,136
216,84,136
208,84,136
208,80,136
208,80,136
200,80,136
200,76,136
200,76,128
192,72,128
192,64,128
184,64,120
184,60,112
176,56,112
168,52,112
168,48,112
160,48,96
160,44,96
160,40,80
160,40,80
152,36,80
152,32,80
136,32,72
128,28,72
120,32,64
120,28,64
112,28,64
104,28,56
104,20,56
96,16,56
88,20,48
88,20,48
80,20,40
72,20,40
72,20,32
72,16,40
64,16,32
64,16,32
56,12,32
56,12,32
56,12,32
48,8,24
48,12,32
48,8,32
40,12,24
40,8,24
40,8,24
40,8,24
40,8,24
40,8,16
32,12,16
32,8,16
24,12,8
24,12,16
32,8,16
32,8,16
24,8,16
24,8,16
24,4,16
24,4,16
24,4,8
24,4,8
24,4,8
32,8,8
32,4,8
32,4,16
32,8,16
32,8,16
32,4,16
40,8,16
40,8,16
40,8,16
40,8,16
48,8,16
48,12,24
56,12,24
56,12,24
64,12,24
64,12,24
64,12,24
72,16,24
72,16,24
80,16,32
80,16,32
96,12,40
96,16,40
104,16,40
104,16,40
112,20,48
120,24,48
128,24,48
128,24,48
136,24,48
144,28,48
152,24,56
152,28,56
160,32,64
160,32,64
168,32,80
176,36,80
176,40,88
184,40,88
184,48,88
184,48,96
192,52,104
200,52,104
200,56,104
200,60,112
208,64,112
208,68,120
216,72,120
216,76,120
224,76,120
224,80,128
232,80,128
232,84,128
240,88,128
240,88,136
248,92,144
248,92,144
248,96,144
248,96,144
248,96,144
248,100,152
248,100,152
248,100,152
248,100,152
248,104,152
248,104,152
248,104,160
248,108,160
248,108,160
248,108,160
248,108,160
248,108,160
248,108,160
248,108,160
248,108,160
248,112,160
248,112,160
248,108,160
248,108,160
248,108,160
248,108,160
248,108,160
248,104,160
248,104,160
248,104,160
248,104,152
248,104,152
248,104,152
248,104,152
248,100,152
248,100,152
248,100,152
248,96,144
240,96,144
240,92,144
232,92,144
232,88,136
224,92,136
224,88,136
216,88,136
216,84,136
208,84,136
208,80,128
208,80,136
200,80,136
200,76,128
192,72,120
192,64,128
184,64,120
184,60,112
176,60,112
176,52,112
168,48,104
168,44,96
160,40,96
160,40,88
160,36,88
152,36,80
144,32,80
136,32,72
128,32,72
128,28,64
120,24,56
112,28,56
112,28,48
104,20,56
104,20,48
88,24,48
88,24,48
80,20,40
80,20,40
72,16,40
72,16,40
64,16,32
64,16,32
64,12,32
64,12,32
56,12,32
48,8,24
48,8,32
48,8,32
40,8,32
40,12,24
40,12,24
40,8,24
40,8,24
40,8,24
32,8,24
32,8,16
32,8,16
24,8,16
32,8,16
32,4,16
24,8,8
24,12,8
24,4,16
24,4,16
24,4,16
24,4,16
32,8,16
32,4,16
32,8,16
32,8,16
32,8,16
32,4,16
32,12,8
32,12,16
40,8,16
48,8,16
48,8,16
48,12,16
56,8,16
56,12,24
56,8,32
56,8,32
64,12,32
72,12,32
72,16,32
72,16,32
80,16,32
80,16,32
96,20,32
96,20,32
104,16,40
112,16,48
120,20,40
120,20,40
128,20,48
136,20,48
144,24,56
144,28,56
152,28,56
152,32,64
160,32,72
160,36,72
176,32,80
176,36,80
176,40,88
184,44,88
184,48,96
192,48,96
192,56,104
192,56,104
200,60,104
208,64,112
208,68,112
208,72,120
216,72,120
216,76,120
224,80,120
224,84,128
232,84,128
232,88,128
240,92,136
240,92,136
248,92,144
248,96,144
248,100,144
248,100,144
248,100,144
248,104,152
248,104,152
248,104,152
248,108,160
248,108,160
248,104,160
248,108,160
248,108,160
248,108,168
248,112,160
248,112,160
248,112,160
248,112,160
248,108,168
248,112,168
248,112,168
248,112,168
248,112,168
248,112,168
248,108,168
248,108,160
248,108,160
248,108,160
248,108,168
248,108,160
248,108,160
248,104,160
248,104,152
248,104,152
248,100,152
248,100,152
248,100,152
248,100,144
248,100,144
248,96,144
240,96,144
232,92,144
224,92,144
224,92,144
224,88,144
216,84,144
208,84,136
208,80,136
208,84,128
200,80,128
200,76,128
192,72,120
192,72,128
192,68,120
184,64,112
184,60,112
176,56,104
176,52,104
168,44,104
160,44,96
160,40,96
160,36,88
152,32,88
144,32,80
144,28,80
136,28,72
128,28,72
128,24,64
112,28,64
112,24,56
96,28,48
96,24,48
88,24,48
88,20,48
80,20,48
88,20,40
80,20,40
80,16,32
64,16,32
64,16,32
64,12,32
64,12,32
56,12,24
48,12,32
48,12,32
48,12,32
48,12,24
48,12,24
40,12,24
40,12,24
40,12,24
32,8,24
32,8,24
32,8,24
32,8,16
32,8,16
32,8,16
32,4,16
24,8,16
24,12,16
24,8,16
24,8,16
24,4,8
24,8,8
24,4,16
24,4,16
32,4,16
32,8,16
32,8,16
32,4,16
32,8,16
40,8,16
40,8,16
40,8,16
48,8,24
48,8,24
56,8,24
56,12,24
56,12,24
64,12,24
72,12,24
72,12,24
72,16,32
72,16,32
88,12,32
88,16,32
88,16,32
96,16,32
104,16,40
112,16,40
120,20,40
120,24,48
136,16,56
136,20,56
136,24,48
144,28,56
152,28,64
152,32,64
160,32,64
168,36,72
176,36,72
176,40,72
176,40,88
184,44,96
184,44,104
192,52,104
192,56,104
200,60,104
208,60,104
208,64,112
216,68,112
216,72,120
216,76,120
224,80,120
232,80,128
232,80,128
240,88,136
240,88,136
240,92,136
248,96,136
248,96,144
248,96,144
248,100,144
248,100,144
248,104,144
248,104,152
248,104,152
248,108,152
248,108,152
248,108,152
248,108,160
248,108,168
248,112,168
248,112,168
248,112,160
248,112,160
248,112,160
248,116,160
248,116,168
248,116,168
248,112,168
248,112,168
248,112,168
248,116,168
248,112,168
248,112,160
248,112,168
248,112,160
248,112,168
248,112,168
248,108,160
248,104,160
248,104,152
248,104,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,152
248,100,144
240,96,152
240,92,152
232,92,136
224,88,144
224,88,136
216,88,136
216,84,136
216,84,136
208,80,136
200,80,128
200,72,128
200,72,128
200,68,120
192,68,120
184,64,112
184,60,112
184,52,104
176,48,104
168,48,96
168,44,88
160,40,96
152,36,88
152,32,88
152,32,80
144,32,80
136,32,72
128,28,64
128,28,64
112,28,56
112,28,56
104,28,48
96,24,48
88,24,48
88,20,48
80,20,48
80,16,48
72,20,40
72,16,40
64,16,32
72,16,32
64,16,32
64,16,32
56,16,32
56,12,24
48,16,32
48,12,24
40,12,32
40,12,32
40,12,24
40,12,24
40,8,16
40,8,24
32,8,16
32,12,16
24,8,16
24,8,16
24,8,16
32,8,16
24,8,8
24,8,16
24,4,24
16,4,24
24,4,16
24,4,16
24,4,16
24,4,16
32,8,16
32,8,16
32,8,16
32,8,16
40,8,16
40,8,16
40,8,16
48,8,16
48,8,16
56,8,24
56,12,24
56,12,24
64,12,24
64,12,24
72,12,24
72,12,24
72,12,24
80,16,24
88,12,32
88,16,32
96,16,40
96,16,40
104,16,40
112,16,40
120,20,40
120,20,48
136,20,56
136,24,56
144,28,56
144,28,56
152,28,56
160,32,64
168,32,72
168,36,72
176,44,72
176,44,72
176,44,88
184,48,88
192,52,96
192,56,104
200,60,104
200,60,112
208,64,104
208,64,112
208,72,112
216,76,112
216,80,120
224,80,120
232,84,128
232,88,128
240,88,136
240,92,136
240,92,144
248,96,144
248,96,136
248,100,144
248,100,144
248,104,152
248,104,152
248,108,152
248,108,152
248,108,152
248,108,160
248,108,160
248,112,160
248,112,160
248,112,160
248,112,160
248,112,160
248,112,168
248,116,168
248,116,168
248,112,168
248,116,168
248,112,168
248,112,168
248,116,160
248,116,160
248,116,160
248,116,160
248,112,168
248,112,168
248,112,168
248,112,168
248,108,168
248,108,160
248,108,160
248,104,152
248,104,152
248,104,152
248,104,152
248,100,152
248,100,152
248,100,144
240,96,152
240,96,152
232,92,144
232,92,144
224,92,136
224,88,128
216,88,136
216,84,136
208,80,136
208,80,128
200,76,128
200,72,128
192,68,128
192,68,120
184,60,112
184,60,112
184,52,112
176,48,112
168,44,104
168,40,96
160,44,96
152,40,88
152,36,80
152,32,80
144,32,80
144,32,80
136,28,72
136,28,64
120,28,56
120,24,56
112,24,56
112,20,56
96,20,48
96,20,48
88,20,48
88,20,48
80,20,40
72,16,40
72,16,32
72,16,40
64,16,32
64,12,32
48,12,32
56,12,32
48,12,32
48,8,32
40,12,24
40,12,24
40,12,24
40,12,24
40,8,24
32,8,24
32,8,16
32,8,16
24,12,24
24,8,24
24,8,16
32,8,16
24,8,16
24,8,16
24,4,16
24,4,8
24,4,16
32,4,16
32,8,8
32,8,16
32,8,16
32,8,16
32,4,16
32,8,16
40,8,16
40,8,16
40,4,16
48,8,16
48,8,24
56,8,24
56,12,16
56,12,16
56,12,24
64,12,32
72,12,24
72,16,24
72,16,24
80,16,24
88,12,32
88,16,32
96,16,40
104,16,40
112,16,40
112,20,48
120,20,48
120,20,48
136,20,56
136,24,56
144,28,64
144,28,64
160,28,64
160,28,64
168,32,72
176,40,72
176,40,80
176,44,88
184,44,96
184,48,104
192,52,96
192,60,104
200,60,104
200,64,112
208,64,112
208,68,112
216,72,112
216,76,112
224,80,120
224,80,128
232,84,128
232,88,128
240,92,136
248,92,136
248,96,136
248,96,144
248,96,144
248,100,144
248,104,152
248,104,152
248,104,152
248,108,160
248,108,160
248,108,160
248,108,160
248,112,160
248,112,160
248,112,160
248,116,168
248,116,168
248,112,168
248,116,168
248,116,168
248,116,168
248,112,168
248,116,168
248,116,168
248,116,168
248,116,168
248,116,168
248,116,168
248,116,168
248,112,168
248,112,168
248,112,160
248,112,168
248,112,160
248,112,160
248,112,160
248,108,152
248,104,160
248,104,160
248,100,160
248,104,160
248,100,152
248,100,152
248,100,152
248,96,152
240,92,144
240,92,144
232,92,136
224,88,136
216,88,136
208,84,136
208,84,136
208,80,128
208,76,128
200,72,128
200,68,128
192,64,120
192,60,120
192,56,112
184,56,112
176,48,104
168,48,104
168,44,96
160,40,96
160,36,88
152,36,72
152,32,72
144,32,80
136,28,80
136,32,64
128,28,64
120,28,56
112,24,56
112,24,56
112,20,48
96,24,48
88,24,48
88,24,48
88,20,48
80,16,40
72,16,40
72,16,40
72,16,40
64,12,32
64,12,32
56,12,32
48,12,24
48,12,32
48,12,24
40,12,24
40,12,24
40,12,24
40,12,16
32,8,32
32,4,24
32,12,24
32,12,24
32,12,24
24,8,16
32,8,8
24,8,8
24,4,16
24,8,16
24,8,0
16,8,0
32,4,16
32,4,16
32,8,16
32,8,16
32,8,16
32,8,16
32,4,16
32,8,16
40,8,16
40,4,16
48,8,16
48,8,24
48,8,24
56,8,24
56,8,24
56,12,24
64,12,24
64,12,24
72,12,24
72,12,24
72,16,24
80,16,24
96,16,32
96,16,32
96,16,32
104,16,40
112,16,40
112,20,40
120,16,48
120,24,56
136,20,56
136,24,56
144,28,56
144,28,56
160,28,64
160,32,64
160,36,72
168,40,80
176,36,88
176,40,88
184,44,96
192,48,96
192,52,96
200,60,96
200,64,104
208,64,104
208,64,120
216,64,120
216,72,120
216,76,128
224,80,128
224,84,128
240,84,128
240,88,128
248,92,136
248,92,136
248,96,144
248,96,144
248,100,144
248,100,144
248,104,152
248,104,152
248,104,152
248,108,160
248,108,160
248,112,160
248,112,168
248,112,168
248,112,168
248,116,168
248,116,168
248,116,168
248,116,168
248,116,168
248,116,168
248,116,168
248,120,176
248,116,176
248,116,176
248,120,176
248,120,168
248,116,168
248,116,168
248,116,168
248,112,176
248,112,168
248,116,168
248,112,168
248,112,160
248,116,160
248,112,160
248,108,160
248,104,160
248,104,160
248,104,160
248,104,160
248,100,152
248,104,152
248,100,152
248,100,144
240,92,152
240,92,144
232,92,144
232,88,144
224,88,144
216,84,136
216,84,136
208,80,128
200,76,128
200,76,120
200,68,120
192,64,112
184,60,120
184,56,120
184,60,112
176,52,104
176,48,104
168,44,96
160,40,88
160,40,88
152,36,80
152,32,80
144,32,72
136,28,72
136,28,64
136,28,64
120,28,64
120,24,56
112,24,48
112,20,48
96,24,48
96,20,48
88,20,48
88,20,48
80,20,40
72,16,40
72,16,40
72,16,40
72,12,40
72,12,40
56,12,32
56,12,32
48,16,24
48,12,24
40,16,16
48,12,16
40,12,24
40,8,24
32,12,24
24,12,24
32,8,16
32,12,16
32,12,16
24,8,16
24,8,16
24,8,16
24,4,16
24,4,16
24,8,8
24,4,8
24,4,16
24,4,16
32,4,8
32,8,8
32,4,16
32,4,16
32,8,16
32,8,16
40,8,16
40,8,16
40,8,16
48,8,24
48,8,24
56,8,24
64,8,24
64,8,24
64,8,24
64,12,24
72,8,32
72,12,32
80,16,24
80,16,24
88,16,32
88,16,32
96,16,40
96,20,48
112,16,40
112,20,40
120,20,48
128,24,56
136,24,48
136,24,56
144,32,56
144,32,56
160,32,64
160,36,64
168,32,72
168,36,80
176,40,88
184,44,88
192,44,88
192,44,96
192,56,104
200,60,104
200,60,112
200,64,112
208,68,120
208,68,120
216,76,120
216,76,120
224,84,128
232,84,128
240,88,128
240,88,128
248,92,144
248,96,144
248,96,144
248,104,144
248,104,152
248,104,152
248,104,160
248,108,160
248,108,160
248,108,160
248,112,160
248,112,160
248,112,160
248,112,168
248,116,168
248,116,168
248,116,176
248,116,176
248,120,168
248,120,168
248,120,176
248,120,176
248,120,176
248,120,176
248,120,176
248,120,176
248,116,176
248,116,176
248,120,176
248,116,176
248,116,176
248,116,176
248,116,176
248,112,176
248,116,168
248,116,168
248,116,168
248,112,160
248,108,168
248,104,168
248,108,160
248,104,160
248,104,152
248,104,152
248,104,152
248,100,144
240,100,152
240,96,152
232,92,152
232,88,144
224,88,144
216,84,136
216,84,136
208,80,128
208,76,128
200,76,120
200,68,128
200,68,128
192,60,120
184,60,112
184,56,104
176,52,104
176,48,96
168,44,96
168,40,88
160,36,88
160,36,80
160,32,80
