R,G,B
24,4,16
24,4,16
32,8,16
32,8,16
32,8,16
24,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,24
32,8,24
32,8,24
32,8,24
32,8,24
32,8,24
32,8,24
32,12,24
40,8,24
40,8,24
40,8,24
40,8,24
40,8,24
48,8,24
48,12,24
48,12,24
48,8,24
48,8,24
56,12,24
56,12,24
56,12,32
56,12,32
56,8,40
64,12,40
64,12,40
64,12,32
64,12,32
64,16,32
72,12,32
72,12,32
80,12,32
80,16,32
72,16,40
80,16,40
80,12,40
80,12,40
88,12,40
88,12,40
96,12,40
88,12,40
96,12,40
96,12,40
104,16,40
104,16,48
104,16,48
96,12,48
96,16,48
96,16,48
112,12,48
112,16,48
112,16,48
112,16,48
120,12,48
120,12,48
120,12,48
120,16,48
112,16,56
112,16,56
112,16,48
112,16,48
112,12,48
120,12,48
120,16,48
120,16,48
120,20,48
112,16,48
104,16,56
112,16,56
104,16,56
104,16,56
104,16,48
104,16,48
104,16,48
112,16,48
112,12,56
104,12,56
96,16,56
96,12,56
96,20,48
96,16,48
96,16,48
96,16,48
88,16,48
88,16,48
88,16,48
88,16,40
80,20,40
80,20,40
80,20,48
80,20,48
72,16,48
72,16,48
72,20,48
64,16,40
64,20,48
72,20,48
72,20,48
64,20,48
56,20,40
64,20,48
56,20,48
56,20,56
56,20,48
56,20,48
48,20,48
48,16,48
48,20,32
56,20,40
48,16,40
48,16,40
40,16,32
48,16,40
48,16,40
48,16,40
40,16,40
40,16,40
40,16,40
40,12,32
40,12,24
40,12,32
32,12,40
32,16,40
32,12,40
32,12,32
24,12,32
32,16,32
32,12,32
32,8,32
32,12,24
32,12,32
32,12,24
32,12,24
24,12,24
24,12,24
24,8,24
24,12,24
24,12,24
24,8,24
24,8,24
24,8,24
24,4,32
24,4,32
24,8,16
24,8,16
24,4,16
32,8,16
32,8,16
32,8,16
32,4,16
32,8,16
32,8,16
32,8,16
32,8,24
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,24
40,8,24
40,8,16
40,8,16
40,12,16
40,12,16
48,8,24
40,8,24
48,8,24
48,8,24
48,8,16
48,12,24
48,12,16
48,12,24
56,8,24
56,12,24
56,8,24
64,12,24
56,12,32
56,12,32
64,12,24
64,12,32
72,12,24
72,12,24
72,12,32
80,12,32
88,12,32
88,12,32
88,12,40
88,16,32
88,16,32
88,16,32
88,12,40
88,12,40
96,12,40
96,12,40
96,12,40
104,12,40
104,12,48
104,12,48
104,16,40
112,16,40
112,12,48
112,12,48
112,16,40
112,16,48
120,12,40
120,16,40
120,16,48
120,16,48
120,16,48
120,16,48
128,16,48
128,12,48
128,16,48
128,12,48
128,16,40
128,16,40
128,16,48
120,12,48
128,12,48
128,12,48
120,16,48
120,16,48
112,16,48
112,16,56
112,12,56
112,16,56
120,12,48
120,12,48
112,16,48
112,16,48
112,16,48
112,12,48
104,16,48
104,16,40
96,16,48
104,16,48
104,16,48
104,12,48
96,16,40
96,16,40
88,20,48
88,16,48
88,20,48
88,20,48
80,20,48
88,20,48
80,16,48
80,20,48
80,20,40
80,20,48
72,20,48
72,20,48
72,20,40
72,24,40
64,20,48
64,20,48
64,20,48
64,20,48
64,20,48
64,16,48
56,20,48
56,16,48
56,20,32
56,20,32
48,20,40
48,20,40
48,20,40
48,16,32
48,20,40
48,16,40
40,20,40
40,16,40
40,16,32
40,16,32
40,12,32
40,12,32
40,16,32
32,12,32
32,12,32
32,12,32
32,12,32
32,12,24
32,12,24
32,12,24
32,12,32
32,12,32
32,12,24
32,12,24
24,12,24
32,8,24
32,12,24
32,12,24
32,12,24
32,8,24
24,8,24
24,8,24
24,4,24
24,4,24
24,8,16
32,8,16
32,4,16
32,8,16
32,4,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,4,16
32,8,16
32,8,24
32,8,24
32,8,24
32,8,24
40,8,16
40,8,16
40,8,16
40,8,16
40,8,24
40,8,24
48,8,24
48,8,24
48,12,16
48,12,16
48,8,24
56,12,24
64,12,24
64,12,24
64,12,32
64,12,24
64,12,32
64,12,32
72,12,24
72,12,32
72,12,32
72,12,32
80,12,32
80,16,32
80,12,32
80,12,32
88,12,40
88,12,40
88,12,40
88,16,40
96,12,40
96,12,40
104,16,40
104,16,40
104,12,48
104,12,48
112,12,48
112,16,48
112,16,40
112,16,40
112,16,40
120,16,40
120,16,48
120,16,48
120,16,40
120,16,40
120,20,48
120,20,48
120,16,40
128,16,48
128,16,48
128,16,48
136,16,40
136,12,48
136,16,48
128,12,48
136,16,56
136,16,56
136,12,48
136,16,48
128,16,48
128,16,48
128,16,48
120,16,48
128,16,48
128,16,48
128,16,48
128,12,40
120,16,48
120,16,48
120,16,48
120,16,48
112,16,40
112,16,48
104,16,48
112,16,48
104,16,40
104,20,40
96,16,48
96,16,48
96,20,48
96,16,48
96,16,48
88,16,40
88,20,48
88,20,48
88,20,40
88,20,48
88,16,48
88,20,48
80,20,48
80,24,48
72,24,40
72,20,48
72,20,48
72,20,48
64,24,48
72,20,48
72,20,48
72,20,48
64,20,48
64,20,48
64,20,48
56,16,48
56,20,40
56,20,40
48,20,40
48,20,40
48,20,40
48,16,40
40,16,32
48,16,32
48,16,32
48,16,32
40,16,32
40,12,32
40,12,32
40,12,24
32,12,32
40,12,32
40,16,24
40,12,24
32,12,24
32,12,24
32,12,24
32,12,24
24,12,24
32,12,24
32,8,24
32,8,24
32,12,24
24,12,24
32,8,16
32,12,16
24,12,16
24,12,24
24,8,16
24,4,16
24,8,16
24,8,16
24,8,8
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,4,16
32,8,16
32,8,16
32,4,16
32,4,16
32,4,16
32,4,24
32,8,24
32,8,24
40,8,24
40,8,24
40,4,24
40,8,24
40,8,24
40,8,24
40,8,24
48,8,24
48,12,24
48,12,24
48,8,24
48,12,24
56,8,24
56,12,24
56,12,16
56,12,24
64,12,24
64,12,32
64,12,32
64,16,32
72,12,32
72,12,32
72,8,40
80,8,40
80,12,32
80,16,32
80,16,32
80,16,40
88,12,40
88,12,40
96,12,40
96,16,40
96,16,40
104,16,32
104,12,40
104,16,40
104,16,48
104,16,48
112,16,48
112,16,48
120,16,40
120,16,40
120,16,40
120,16,40
120,16,48
120,16,48
128,16,48
128,16,48
128,16,48
136,16,48
128,16,48
136,16,48
136,16,48
136,16,48
136,16,48
136,16,48
136,16,48
136,16,48
136,16,48
136,16,48
136,16,48
136,20,48
136,20,48
136,16,48
136,16,48
136,16,48
136,16,56
136,12,56
128,16,48
128,16,48
120,16,40
120,16,48
112,16,48
120,16,48
120,16,48
120,16,48
120,16,48
112,16,40
112,16,40
112,16,40
104,16,48
104,16,48
96,16,48
104,20,48
104,16,48
104,20,48
88,20,48
88,20,48
80,20,40
80,24,48
80,20,56
88,20,56
80,24,48
80,24,56
72,24,56
80,24,56
72,24,48
72,20,48
72,24,48
72,20,48
72,20,48
64,16,48
64,24,56
56,20,56
56,24,48
56,20,48
56,20,48
48,20,48
48,20,48
48,20,48
48,20,48
48,20,48
48,16,32
48,16,32
40,16,32
40,16,32
40,12,32
40,12,32
40,12,32
40,16,32
40,12,32
40,12,32
40,12,32
40,12,24
32,12,24
32,12,24
32,12,24
32,12,24
32,12,24
32,12,24
24,12,24
32,12,24
32,8,24
32,8,16
24,12,16
24,12,16
24,8,24
24,12,24
24,12,8
24,8,8
24,4,16
24,8,16
32,8,16
32,8,16
24,8,16
32,8,16
32,8,8
32,8,8
32,8,16
32,8,16
32,4,16
32,8,16
32,8,8
32,8,8
32,8,16
32,8,16
32,8,24
32,8,16
32,8,16
32,8,16
32,8,16
40,8,24
40,8,24
40,8,24
40,8,24
40,8,24
48,8,24
48,8,24
48,8,24
48,12,24
48,8,24
56,8,24
56,12,24
56,12,24
56,8,16
64,12,24
64,12,24
64,12,24
64,12,32
72,16,32
72,16,32
72,16,32
72,12,40
72,16,40
80,16,24
80,16,32
88,12,40
88,16,40
88,16,40
96,16,40
96,20,32
96,20,40
96,16,40
96,20,40
104,16,40
112,16,40
112,16,40
112,16,48
112,16,48
120,16,48
120,16,40
120,20,40
128,16,40
128,16,48
128,16,48
128,16,48
136,16,56
136,16,56
136,16,48
136,20,48
136,20,48
136,20,56
136,20,56
136,20,56
136,16,56
136,20,56
144,20,48
144,20,56
144,20,56
144,20,56
144,20,56
144,20,56
136,16,56
136,16,56
136,20,56
136,20,56
136,16,56
136,20,56
128,20,48
128,20,48
136,20,48
128,16,40
128,16,56
128,16,56
120,20,56
112,20,56
120,16,48
120,20,48
112,16,48
112,16,48
104,20,48
104,20,48
104,16,56
104,16,56
104,20,56
104,20,56
96,24,56
96,24,56
88,24,56
88,24,56
88,24,64
88,24,64
88,24,56
88,20,56
80,24,56
80,24,48
72,24,56
72,24,48
72,20,56
72,24,56
72,24,56
72,24,56
64,24,56
64,24,56
64,24,48
64,24,48
56,20,48
56,20,48
48,20,48
48,24,48
48,20,48
56,20,48
48,20,32
48,20,32
48,16,32
40,16,24
40,12,32
40,12,32
32,16,32
32,16,32
40,12,24
40,12,32
40,12,24
40,12,24
32,12,24
32,12,24
32,12,24
32,8,24
32,12,24
32,12,24
24,12,24
32,12,24
32,8,24
32,8,24
32,12,16
32,8,16
24,12,24
24,12,24
24,4,16
24,8,16
24,4,16
32,4,16
32,4,16
32,4,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,24
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
40,8,16
40,8,16
40,8,24
40,8,16
40,8,24
40,8,24
48,8,24
48,8,24
48,8,24
48,12,24
56,8,24
56,8,24
56,8,24
56,12,32
64,8,32
64,12,32
64,12,32
64,12,32
72,12,32
72,12,32
80,12,32
80,16,32
80,12,32
80,16,32
80,16,32
80,16,32
88,16,32
96,16,32
96,16,48
96,16,48
104,16,40
104,16,48
104,16,40
104,20,40
112,16,40
112,16,40
120,16,48
120,16,48
120,16,48
120,16,48
128,16,48
128,20,48
128,16,40
136,16,48
144,16,48
144,16,48
136,16,56
144,16,56
144,20,48
144,20,48
144,20,56
144,20,56
144,16,64
144,16,64
144,20,64
144,20,56
144,20,48
144,16,48
152,20,56
152,20,56
144,20,56
144,20,56
144,20,64
144,16,64
144,20,56
144,20,56
144,20,56
144,16,48
136,20,56
136,20,56
136,20,48
136,20,48
136,16,56
136,20,56
120,20,56
128,20,56
120,16,56
120,16,56
112,20,56
112,20,56
112,20,56
112,20,56
112,20,56
112,20,56
104,20,56
112,20,56
104,20,56
104,24,56
96,24,56
96,24,56
88,24,56
88,24,56
88,24,64
88,24,56
88,24,56
80,24,56
88,24,56
88,20,48
80,28,56
80,24,56
72,24,56
72,24,56
64,24,56
64,24,56
64,24,48
64,24,48
64,24,40
56,20,48
56,20,48
56,20,48
48,20,48
48,20,40
48,16,40
48,16,40
40,20,40
40,16,40
40,16,32
40,16,32
40,16,32
40,16,32
32,16,32
32,16,32
32,12,24
32,12,32
32,12,24
32,12,24
32,12,24
24,12,24
32,12,32
32,8,24
32,12,24
32,12,24
24,8,24
24,8,24
32,8,16
32,8,16
32,12,24
32,12,24
32,4,16
32,4,16
32,4,16
32,8,16
32,4,16
32,4,16
32,8,16
32,4,8
32,8,8
32,8,8
32,8,8
32,8,8
32,8,16
32,8,16
32,4,16
32,4,16
32,8,8
32,8,16
40,4,24
40,8,24
40,8,16
40,8,16
40,8,16
40,8,16
40,8,24
40,8,24
48,8,24
48,8,24
48,8,24
48,12,24
48,12,16
56,12,16
56,8,24
56,8,24
56,12,24
64,12,24
64,12,24
64,12,24
72,12,32
72,12,32
72,16,32
72,16,32
72,12,40
80,12,40
88,16,32
88,16,32
88,16,32
88,16,32
96,16,32
96,20,32
96,16,40
96,16,40
104,16,40
112,16,48
120,16,48
120,12,48
120,12,48
120,12,48
128,16,48
128,16,48
128,16,48
128,16,48
128,16,48
136,20,48
136,20,48
136,20,48
144,16,48
144,20,48
144,16,56
144,16,56
152,20,48
152,20,56
152,20,56
152,20,56
152,20,56
152,20,56
152,20,56
152,24,56
152,20,56
152,20,56
160,16,56
160,20,56
152,20,56
152,20,56
152,20,56
152,16,56
152,20,56
152,20,56
152,20,56
152,16,56
144,20,56
144,20,56
144,20,48
144,20,48
144,20,56
144,20,48
136,20,56
136,16,48
136,20,56
128,16,48
128,16,56
128,20,56
120,20,48
120,16,48
120,24,48
120,24,48
104,24,56
104,24,56
112,20,56
112,20,56
104,24,56
104,24,56
96,28,48
96,24,56
88,24,64
96,24,64
88,24,64
88,24,64
88,24,56
88,24,56
80,24,56
80,28,56
72,24,56
72,24,56
72,28,56
72,24,56
72,24,48
72,24,48
64,24,48
64,24,48
64,20,48
56,20,48
56,20,48
56,16,48
48,16,48
48,16,48
48,16,40
48,16,40
40,16,32
40,16,32
40,12,32
40,16,32
32,16,32
40,12,32
32,16,32
32,16,32
32,12,32
32,12,32
32,12,32
32,12,32
32,8,32
32,8,32
32,8,24
32,8,24
24,8,24
32,8,24
32,8,16
32,8,16
24,8,24
24,8,24
24,4,16
24,4,16
24,4,8
24,8,8
24,8,16
24,4,16
24,8,16
24,8,16
24,4,16
32,8,16
32,8,8
32,8,16
32,8,16
32,4,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
40,8,16
40,8,16
40,8,16
40,12,16
48,12,24
48,8,24
48,8,24
48,12,24
56,12,16
56,12,16
56,12,24
56,12,24
64,12,24
64,12,24
64,12,24
64,12,24
72,12,32
72,12,32
72,16,32
72,16,32
80,12,32
80,16,32
88,16,32
88,16,32
88,16,40
96,16,40
96,12,40
104,16,40
104,16,40
104,16,40
104,16,40
112,16,48
120,16,48
120,16,48
128,16,48
128,16,48
136,16,56
136,16,48
136,20,48
136,20,48
136,16,56
136,20,56
144,20,56
144,20,56
152,20,48
152,20,56
152,20,56
152,20,56
152,24,56
152,24,56
160,24,56
152,20,56
152,20,64
152,20,64
152,24,64
152,20,64
160,20,64
160,20,64
160,24,56
160,24,56
160,20,56
160,20,56
152,24,56
152,24,56
152,24,56
152,24,64
152,20,64
152,16,64
152,20,56
152,20,56
144,24,56
144,24,56
136,20,64
144,24,64
144,20,56
144,20,56
136,20,56
136,16,56
128,20,56
128,16,56
128,20,56
128,20,56
112,24,56
120,24,56
112,24,56
112,24,56
112,20,64
112,24,64
104,20,64
112,24,64
104,28,64
96,28,56
96,24,64
96,28,64
88,28,64
96,28,64
88,28,64
88,24,64
80,28,64
80,28,64
72,28,64
72,28,64
80,28,64
72,24,56
72,24,56
72,20,56
64,24,48
64,24,48
64,24,40
64,20,48
64,20,48
56,20,48
48,20,40
48,16,40
40,20,32
48,20,40
40,16,32
40,12,32
40,16,32
40,16,32
32,12,32
40,12,32
32,16,24
32,12,24
32,12,32
32,8,32
32,8,32
32,8,32
32,12,32
32,8,24
24,12,16
24,12,16
24,12,24
24,12,24
32,8,16
32,12,16
32,8,16
32,8,24
32,8,16
32,4,16
24,4,16
24,4,16
24,4,16
24,8,16
24,8,8
32,8,8
32,4,8
32,8,16
24,4,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,12,16
40,8,16
40,8,16
32,8,16
40,12,16
40,8,16
40,12,24
48,12,24
48,12,24
48,12,24
48,12,24
56,8,24
56,8,24
56,12,24
64,12,24
64,12,24
64,12,32
64,12,32
64,12,32
72,16,32
72,16,32
80,16,32
80,16,32
88,12,32
88,16,32
96,12,40
96,16,40
96,16,40
96,16,40
104,16,40
104,16,40
112,16,48
112,16,48
112,16,40
112,20,48
120,20,40
120,20,48
128,16,48
128,20,48
136,16,48
136,20,48
136,20,48
136,24,56
136,24,48
144,24,48
152,24,56
152,24,56
152,24,56
152,24,56
152,24,56
152,24,56
152,24,64
152,24,64
152,24,64
160,24,72
160,24,64
160,20,64
168,24,64
168,24,64
160,24,64
160,24,64
168,24,64
168,20,64
160,24,64
160,24,64
160,24,64
160,24,64
160,24,72
160,24,72
160,20,72
160,20,72
152,20,64
152,24,64
144,24,56
144,24,64
144,24,64
144,24,64
144,24,64
136,20,64
136,24,64
136,20,56
128,24,64
128,20,64
128,20,64
128,20,64
120,24,64
128,24,64
120,28,64
120,28,64
112,28,72
112,24,64
112,28,64
112,28,64
96,32,64
96,28,64
96,28,64
96,28,56
96,28,64
96,28,64
88,28,64
88,28,64
88,32,64
80,28,56
80,28,64
80,24,64
72,28,64
72,28,64
72,28,56
64,24,56
64,24,56
64,24,56
64,20,56
64,20,56
64,20,56
64,16,56
56,20,40
56,16,40
48,16,40
48,16,40
48,16,32
40,16,32
40,16,32
40,12,32
40,12,32
32,12,32
32,12,24
32,16,32
32,12,32
24,12,32
32,8,24
32,12,24
32,12,24
32,12,16
24,8,16
24,12,16
24,8,24
24,8,24
24,8,24
24,8,24
24,8,16
24,8,16
24,8,16
24,8,16
24,4,16
24,4,16
32,8,16
32,8,16
32,8,16
32,4,16
32,8,8
32,8,8
32,4,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,12,16
40,8,16
40,12,16
40,8,16
40,8,16
40,8,16
40,12,16
48,8,24
48,8,24
56,12,16
56,12,24
64,8,24
56,8,24
56,12,32
64,12,32
72,12,24
72,12,24
72,12,32
72,12,32
72,12,24
80,16,24
80,16,32
80,16,32
88,16,32
88,16,32
88,16,40
96,16,40
104,20,40
104,20,40
112,16,40
112,16,40
120,16,48
120,16,48
120,16,40
120,20,48
120,20,48
128,20,48
136,20,48
136,20,48
144,20,48
144,20,48
144,20,48
144,20,48
152,20,48
152,24,56
152,24,56
152,24,56
160,24,56
160,24,64
160,24,64
160,28,64
160,28,64
160,24,64
160,28,64
160,28,64
160,24,72
160,28,72
168,24,64
160,24,64
160,28,64
160,28,64
168,24,64
160,24,64
168,24,64
168,28,64
168,28,72
160,24,72
168,24,72
168,24,64
160,24,72
160,20,72
160,24,64
152,24,64
152,24,64
152,24,72
152,20,64
152,20,64
144,24,64
152,24,64
144,24,56
144,24,64
136,24,64
136,24,64
136,24,56
136,24,56
136,24,56
128,24,56
128,28,64
128,24,64
120,28,72
120,28,72
112,28,72
112,28,72
104,32,72
112,28,72
104,32,64
104,32,64
96,32,64
96,32,64
88,28,64
88,28,72
88,32,64
88,28,64
80,28,64
88,28,64
80,28,64
80,28,56
72,28,56
72,24,56
64,28,48
64,24,48
64,24,56
64,20,56
64,20,56
64,16,48
56,20,40
56,20,40
48,20,32
48,20,32
48,16,32
48,16,32
40,16,32
40,16,32
40,16,32
32,12,24
40,12,32
40,8,32
32,12,32
32,12,24
32,8,24
32,8,24
32,8,24
32,8,16
24,8,16
32,8,24
32,8,24
32,8,24
32,8,24
32,8,24
32,8,16
32,8,16
24,4,16
24,4,16
24,8,16
24,8,16
32,8,16
32,8,16
32,4,16
32,8,16
32,8,16
32,8,16
24,8,16
24,8,16
32,4,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
40,8,16
40,8,16
40,8,16
40,8,16
48,8,16
48,12,16
48,12,16
56,8,16
56,8,16
56,12,16
56,12,24
56,8,24
64,12,24
64,8,24
64,12,32
64,12,24
64,16,24
72,12,24
80,12,32
80,12,24
80,16,24
80,16,24
80,20,24
88,16,40
88,20,40
88,16,40
96,16,48
104,16,48
104,20,48
112,16,48
112,16,48
120,16,48
120,20,48
128,20,48
128,20,48
128,16,48
128,20,48
128,24,56
136,24,56
144,24,48
144,24,48
144,20,56
152,24,56
152,20,56
152,24,56
152,24,56
152,24,56
160,24,64
160,24,64
160,24,56
160,28,64
160,28,72
168,28,72
168,28,72
168,28,72
168,28,72
168,32,72
168,28,64
168,28,64
168,28,72
168,28,72
168,28,72
160,28,72
168,28,64
168,28,72
168,28,72
168,24,72
168,28,72
168,28,72
160,28,72
160,24,72
160,24,64
160,24,64
160,28,64
160,24,64
152,24,64
160,20,64
152,24,56
152,28,64
144,24,64
144,24,64
136,20,64
136,24,64
136,24,56
136,24,64
136,28,56
136,28,64
128,24,72
128,28,72
128,28,72
120,24,72
120,32,72
120,32,72
120,32,72
112,32,72
112,28,72
112,32,72
104,32,72
104,32,72
96,28,72
96,32,72
88,32,72
88,32,72
88,32,64
88,28,64
80,32,64
80,28,64
80,24,64
80,24,64
72,28,56
72,28,56
64,24,56
64,20,56
64,20,48
64,16,48
56,20,40
56,16,40
48,20,32
48,20,32
48,20,24
48,16,24
40,16,32
40,12,32
40,16,24
40,16,24
32,12,32
32,12,24
32,12,24
32,12,24
24,8,32
32,8,24
32,12,24
32,12,24
32,8,24
32,8,24
24,12,16
24,8,16
24,12,16
32,12,16
24,8,24
24,8,24
24,4,16
24,4,16
24,8,8
24,8,8
32,8,8
32,8,16
32,4,16
32,8,16
32,8,16
32,4,16
32,8,8
32,8,16
32,4,16
32,8,16
32,8,16
32,4,16
32,8,8
40,8,16
40,8,16
40,8,16
40,8,16
40,8,16
40,8,16
48,8,16
48,8,16
48,8,16
48,8,16
56,12,16
56,12,24
56,12,24
56,12,24
64,12,24
72,8,24
72,8,24
72,12,24
72,12,32
80,12,32
80,16,32
80,16,32
80,12,32
88,16,32
88,16,32
96,16,40
96,16,40
96,16,40
104,16,40
112,16,48
112,20,48
120,16,48
120,16,48
128,20,48
128,20,48
128,20,56
128,20,56
136,20,48
136,24,48
136,24,56
144,24,56
144,20,56
152,24,56
160,24,56
160,24,56
168,24,56
168,24,56
160,28,56
160,28,64
168,24,72
168,24,72
168,28,64
168,28,64
168,28,64
168,28,72
176,28,72
176,28,72
168,32,72
176,32,72
176,28,72
176,28,72
176,28,80
176,28,72
168,28,72
176,28,72
176,28,72
176,28,72
176,28,80
176,28,80
176,28,80
176,28,72
168,28,72
168,28,72
160,28,72
168,28,72
168,28,64
168,28,64
168,24,72
160,24,72
160,28,72
160,28,72
152,24,72
152,24,72
152,24,64
152,28,64
152,24,64
144,24,64
136,28,72
136,28,72
136,28,64
136,28,64
136,28,72
136,28,72
128,28,64
128,32,64
120,32,72
120,28,72
112,32,72
112,32,72
104,36,72
104,36,72
96,32,72
96,32,72
96,32,72
96,32,72
88,32,64
88,28,64
80,32,64
80,28,56
80,28,64
80,24,64
72,28,56
72,24,56
64,24,56
64,24,56
64,20,56
64,16,48
56,20,40
56,16,32
48,16,40
40,16,32
40,16,32
40,16,32
40,12,32
40,12,32
40,12,32
40,12,32
32,12,24
40,12,24
32,12,24
32,12,24
24,12,24
32,12,24
32,12,24
32,12,24
32,12,16
32,8,8
32,8,16
32,8,16
24,8,16
24,8,16
24,8,16
24,12,16
24,4,16
24,8,24
24,8,16
24,8,16
24,8,16
24,8,16
24,8,16
24,8,16
24,8,16
32,8,16
32,8,8
32,12,8
32,8,8
32,8,16
32,8,16
32,8,16
32,8,16
32,8,16
32,12,16
32,12,16
48,4,16
48,8,16
48,8,16
48,8,16
48,8,16
48,12,24
56,8,24
56,12,24
56,12,24
56,12,24
64,12,32
64,12,32
72,12,32
72,12,32
72,12,32
72,16,32
80,12,32
80,12,32
80,16,32
80,16,32
88,12,32
88,16,40
96,16,40
96,16,40
104,20,40
104,20,40
112,20,40
112,20,40
120,20,48
120,20,48
128,20,48
128,20,48
136,20,48
136,20,48
136,20,56
144,24,56
152,20,64
152,24,64
152,24,72
152,24,64
160,24,64
160,24,72
160,24,64
168,24,64
168,28,72
168,28,72
168,28,72
168,28,72
168,32,72
176,32,72
176,28,80
176,28,80
176,32,80
176,32,80
176,32,80
176,36,80
176,32,80
176,32,80
176,32,80
176,32,80
176,28,80
176,32,80
176,32,80
176,32,80
176,32,80
176,32,80
176,28,80
176,28,80
168,32,80
168,32,80
168,28,80
168,32,80
168,28,80
168,28,72
168,24,80
168,28,80
168,28,80
160,28,80
152,28,72
152,28,72
152,28,72
152,24,64
152,24,72
152,24,72
144,28,72
144,28,80
136,28,80
136,28,80
136,32,80
136,28,80
128,32,72
128,32,72
128,32,80
128,32,80
120,32,72
120,32,72
112,36,72
112,36,64
104,32,72
104,32,72
96,32,72
96,32,72
96,32,64
88,28,64
88,32,72
80,28,72
80,28,64
80,28,56
72,24,56
72,24,56
64,24,48
64,24,48
64,20,56
64,20,56
56,16,48
56,16,48
48,20,40
48,16,40
40,16,40
40,12,32
40,16,32
40,16,32
40,12,24
40,12,24
32,12,24
32,12,24
32,8,24
32,8,16
24,12,24
32,12,24
32,8,24
32,8,24
32,8,16
32,8,16
32,8,16
32,8,24
24,8,24
24,8,24
24,8,16
24,8,16
24,8,24
24,4,16
24,8,16
24,8,16
24,8,8
24,8,8
24,8,8
24,8,8
24,8,8
32,8,16
32,8,8
32,8,8
32,8,8
32,8,8
32,8,16
32,8,16
32,8,16
32,12,8
32,8,16
40,8,24
40,8,16
40,8,16
48,8,24
40,8,24
48,8,24
48,8,24
48,8,32
56,12,32
64,12,24
64,12,24
64,12,32
64,12,32
72,16,32
72,16,32
80,12,32
80,12,32
80,12,32
80,16,32
88,16,32
88,16,40
88,16,48
88,16,48
96,16,40
96,20,40
112,16,40
112,20,48
112,20,48
112,20,48
128,20,48
128,20,48
136,20,56
136,20,56
136,24,48
136,24,56
144,24,56
144,24,56
152,20,64
152,24,64
152,24,64
160,24,64
168,20,72
168,24,72
168,24,72
168,28,72
168,28,64
168,28,72
176,32,80
176,32,80
176,32,80
176,32,80
176,32,88
176,32,88
176,32,88
176,36,88
176,36,80
184,36,88
176,32,88
176,36,88
184,36,88
184,36,88
176,36,88
176,36,80
176,32,88
184,32,88
176,36,88
176,36,88
176,36,80
176,32,80
176,36,72
176,36,80
176,32,88
